 Dist. Downslope Elevation Soil Loss

   OFE   Year   (meters)   (meters)  (kg/m**2)
    1   17     72.083     32.085      0.000
    1   17     73.980     31.463      0.000
    1   17     75.877     30.845      0.000
    1   17     77.774     30.233      0.000
    1   17     79.671     29.625      0.000
    1   17     81.568     29.023      0.000
    1   17     83.465     28.425      0.000
    1   17     85.362     27.833      0.000
    1   17     87.259     27.245      0.000
    1   17     89.156     26.659      0.000
    1   17     91.053     26.069      0.000
    1   17     92.950     25.474      0.000
    1   17     94.847     24.875      0.000
    1   17     96.744     24.272      0.000
    1   17     98.641     23.665      0.000
    1   17    100.537     23.053      0.000
    1   17    102.434     22.437      0.000
    1   17    104.331     21.820      0.000
    1   17    106.228     21.206      0.000
    1   17    108.125     20.594      0.000
    1   17    110.022     19.984      0.000
    1   17    111.919     19.376      0.000
    1   17    113.816     18.770      0.000
    1   17    115.713     18.166      0.000
    1   17    117.610     17.566      0.000
    1   17    119.507     16.979      0.000
    1   17    121.404     16.407      0.000
    1   17    123.301     15.851      0.000
    1   17    125.198     15.311      0.000
    1   17    127.094     14.786      0.000
    1   17    128.991     14.277      0.000
    1   17    130.888     13.783      0.000
    1   17    132.785     13.302      0.000
    1   17    134.682     12.829      0.000
    1   17    136.579     12.362      0.000
    1   17    138.476     11.902      0.000
    1   17    140.373     11.449      0.000
    1   17    142.270     11.003      0.000
    1   17    144.167     10.564      0.000
    1   17    146.064     10.132      0.000
    1   17    147.961      9.702      0.000
    1   17    149.858      9.269      0.000
    1   17    151.755      8.835      0.000
    1   17    153.652      8.399      0.000
    1   17    155.548      7.960      0.000
    1   17    157.445      7.520      0.000
    1   17    159.342      7.078      0.000
    1   17    161.239      6.634      0.000
    1   17    163.136      6.190      0.000
    1   17    165.033      5.746      0.000
    1   17    166.930      5.302      0.000
    1   17    168.827      4.859      0.000
    1   17    170.724      4.416      0.000
    1   17    172.621      3.974      0.000
    1   17    174.518      3.532      0.000
    1   17    176.415      3.090      0.000
    1   17    178.312      2.648      0.000
    1   17    180.209      2.207      0.000
    1   17    182.106      1.765      0.000
    1   17    184.002      1.324      0.000
    1   17    185.899      0.882      0.000
    1   17    187.796      0.441      0.000
    1   17    189.693      0.000      0.000
    1   18      1.897     55.296      0.000
    1   18      3.794     54.497      0.000
    1   18      5.691     53.721      0.000
    1   18      7.588     52.966      0.000
    1   18      9.485     52.234      0.000
    1   18     11.382     51.523      0.000
    1   18     13.279     50.834      0.000
    1   18     15.175     50.168      0.000
    1   18     17.072     49.523      0.000
    1   18     18.969     48.901      0.000
    1   18     20.866     48.301      0.000
    1   18     22.763     47.722      0.000
    1   18     24.660     47.166      0.000
    1   18     26.557     46.632      0.000
    1   18     28.454     46.120      0.000
    1   18     30.351     45.623      0.000
    1   18     32.248     45.110      0.000
    1   18     34.145     44.579      0.000
    1   18     36.042     44.031      0.000
    1   18     37.939     43.464      0.000
    1   18     39.836     42.880      0.000
    1   18     41.733     42.277      0.000
    1   18     43.629     41.657      0.000
    1   18     45.526     41.025      0.000
    1   18     47.423     40.391      0.000
    1   18     49.320     39.755      0.000
    1   18     51.217     39.116      0.000
    1   18     53.114     38.475      0.000
    1   18     55.011     37.832      0.000
    1   18     56.908     37.186      0.000
    1   18     58.805     36.538      0.000
    1   18     60.702     35.892      0.000
    1   18     62.599     35.249      0.000
    1   18     64.496     34.609      0.000
    1   18     66.393     33.973      0.000
    1   18     68.290     33.340      0.000
    1   18     70.187     32.711      0.000
    1   18     72.083     32.085      0.000
    1   18     73.980     31.463      0.000
    1   18     75.877     30.845      0.000
    1   18     77.774     30.233      0.000
    1   18     79.671     29.625      0.000
    1   18     81.568     29.023      0.000
    1   18     83.465     28.425      0.000
    1   18     85.362     27.833      0.000
    1   18     87.259     27.245      0.000
    1   18     89.156     26.659      0.000
    1   18     91.053     26.069      0.000
    1   18     92.950     25.474      0.000
    1   18     94.847     24.875      0.000
    1   18     96.744     24.272      0.000
    1   18     98.641     23.665      0.000
    1   18    100.537     23.053      0.000
    1   18    102.434     22.437      0.000
    1   18    104.331     21.820      0.000
    1   18    106.228     21.206      0.000
    1   18    108.125     20.594      0.000
    1   18    110.022     19.984      0.000
    1   18    111.919     19.376      0.000
    1   18    113.816     18.770      0.000
    1   18    115.713     18.166      0.000
    1   18    117.610     17.566      0.000
    1   18    119.507     16.979      0.000
    1   18    121.404     16.407      0.000
    1   18    123.301     15.851      0.000
    1   18    125.198     15.311      0.000
    1   18    127.094     14.786      0.000
    1   18    128.991     14.277      0.000
    1   18    130.888     13.783      0.000
    1   18    132.785     13.302      0.000
    1   18    134.682     12.829      0.000
    1   18    136.579     12.362      0.000
    1   18    138.476     11.902      0.000
    1   18    140.373     11.449      0.000
    1   18    142.270     11.003      0.000
    1   18    144.167     10.564      0.000
    1   18    146.064     10.132      0.000
    1   18    147.961      9.702      0.000
    1   18    149.858      9.269      0.000
    1   18    151.755      8.835      0.000
    1   18    153.652      8.399      0.000
    1   18    155.548      7.960      0.000
    1   18    157.445      7.520      0.000
    1   18    159.342      7.078      0.000
    1   18    161.239      6.634      0.000
    1   18    163.136      6.190      0.000
    1   18    165.033      5.746      0.000
    1   18    166.930      5.302      0.000
    1   18    168.827      4.859      0.000
    1   18    170.724      4.416      0.000
    1   18    172.621      3.974      0.000
    1   18    174.518      3.532      0.000
    1   18    176.415      3.090      0.000
    1   18    178.312      2.648      0.000
    1   18    180.209      2.207      0.000
    1   18    182.106      1.765      0.000
    1   18    184.002      1.324      0.000
    1   18    185.899      0.882      0.000
    1   18    187.796      0.441      0.000
    1   18    189.693      0.000      0.000
    1   19      1.897     55.296      0.000
    1   19      3.794     54.497      0.000
    1   19      5.691     53.721      0.000
    1   19      7.588     52.966      0.000
    1   19      9.485     52.234      0.000
    1   19     11.382     51.523      0.000
    1   19     13.279     50.834      0.000
    1   19     15.175     50.168      0.000
    1   19     17.072     49.523      0.000
    1   19     18.969     48.901      0.000
    1   19     20.866     48.301      0.000
    1   19     22.763     47.722      0.000
    1   19     24.660     47.166      0.000
    1   19     26.557     46.632      0.000
    1   19     28.454     46.120      0.000
    1   19     30.351     45.623      0.000
    1   19     32.248     45.110      0.000
    1   19     34.145     44.579      0.000
    1   19     36.042     44.031      0.000
    1   19     37.939     43.464      0.000
    1   19     39.836     42.880      0.000
    1   19     41.733     42.277      0.000
    1   19     43.629     41.657      0.000
    1   19     45.526     41.025      0.000
    1   19     47.423     40.391      0.000
    1   19     49.320     39.755      0.000
    1   19     51.217     39.116      0.000
    1   19     53.114     38.475      0.000
    1   19     55.011     37.832      0.000
    1   19     56.908     37.186      0.000
    1   19     58.805     36.538      0.000
    1   19     60.702     35.892      0.000
    1   19     62.599     35.249      0.000
    1   19     64.496     34.609      0.000
    1   19     66.393     33.973      0.000
    1   19     68.290     33.340      0.000
    1   19     70.187     32.711      0.000
    1   19     72.083     32.085      0.000
    1   19     73.980     31.463      0.000
    1   19     75.877     30.845      0.000
    1   19     77.774     30.233      0.000
    1   19     79.671     29.625      0.000
    1   19     81.568     29.023      0.000
    1   19     83.465     28.425      0.000
    1   19     85.362     27.833      0.000
    1   19     87.259     27.245      0.000
    1   19     89.156     26.659      0.000
    1   19     91.053     26.069      0.000
    1   19     92.950     25.474      0.000
    1   19     94.847     24.875      0.000
    1   19     96.744     24.272      0.000
    1   19     98.641     23.665      0.000
    1   19    100.537     23.053      0.000
    1   19    102.434     22.437      0.000
    1   19    104.331     21.820      0.000
    1   19    106.228     21.206      0.000
    1   19    108.125     20.594      0.000
    1   19    110.022     19.984      0.000
    1   19    111.919     19.376      0.000
    1   19    113.816     18.770      0.000
    1   19    115.713     18.166      0.000
    1   19    117.610     17.566      0.000
    1   19    119.507     16.979      0.000
    1   19    121.404     16.407      0.000
    1   19    123.301     15.851      0.000
    1   19    125.198     15.311      0.000
    1   19    127.094     14.786      0.000
    1   19    128.991     14.277      0.000
    1   19    130.888     13.783      0.000
    1   19    132.785     13.302      0.000
    1   19    134.682     12.829      0.000
    1   19    136.579     12.362      0.000
    1   19    138.476     11.902      0.000
    1   19    140.373     11.449      0.000
    1   19    142.270     11.003      0.000
    1   19    144.167     10.564      0.000
    1   19    146.064     10.132      0.000
    1   19    147.961      9.702      0.000
    1   19    149.858      9.269      0.000
    1   19    151.755      8.835      0.000
    1   19    153.652      8.399      0.000
    1   19    155.548      7.960      0.000
    1   19    157.445      7.520      0.000
    1   19    159.342      7.078      0.000
    1   19    161.239      6.634      0.000
    1   19    163.136      6.190      0.000
    1   19    165.033      5.746      0.000
    1   19    166.930      5.302      0.000
    1   19    168.827      4.859      0.000
    1   19    170.724      4.416      0.000
    1   19    172.621      3.974      0.000
    1   19    174.518      3.532      0.000
    1   19    176.415      3.090      0.000
    1   19    178.312      2.648      0.000
    1   19    180.209      2.207      0.000
    1   19    182.106      1.765      0.000
    1   19    184.002      1.324      0.000
    1   19    185.899      0.882      0.000
    1   19    187.796      0.441      0.000
    1   19    189.693      0.000      0.000
    1   20      1.897     55.296      0.000
    1   20      3.794     54.497      0.000
    1   20      5.691     53.721      0.000
    1   20      7.588     52.966      0.000
    1   20      9.485     52.234      0.000
    1   20     11.382     51.523      0.000
    1   20     13.279     50.834      0.000
    1   20     15.175     50.168      0.000
    1   20     17.072     49.523      0.000
    1   20     18.969     48.901      0.000
    1   20     20.866     48.301      0.000
    1   20     22.763     47.722      0.000
    1   20     24.660     47.166      0.000
    1   20     26.557     46.632      0.000
    1   20     28.454     46.120      0.000
    1   20     30.351     45.623      0.000
    1   20     32.248     45.110      0.000
    1   20     34.145     44.579      0.000
    1   20     36.042     44.031      0.000
    1   20     37.939     43.464      0.000
    1   20     39.836     42.880      0.000
    1   20     41.733     42.277      0.000
    1   20     43.629     41.657      0.000
    1   20     45.526     41.025      0.000
    1   20     47.423     40.391      0.000
    1   20     49.320     39.755      0.000
    1   20     51.217     39.116      0.000
    1   20     53.114     38.475      0.000
    1   20     55.011     37.832      0.000
    1   20     56.908     37.186      0.000
    1   20     58.805     36.538      0.000
    1   20     60.702     35.892      0.000
    1   20     62.599     35.249      0.000
    1   20     64.496     34.609      0.000
    1   20     66.393     33.973      0.000
    1   20     68.290     33.340      0.000
    1   20     70.187     32.711      0.000
    1   20     72.083     32.085      0.000
    1   20     73.980     31.463      0.000
    1   20     75.877     30.845      0.000
    1   20     77.774     30.233      0.000
    1   20     79.671     29.625      0.000
    1   20     81.568     29.023      0.000
    1   20     83.465     28.425      0.000
    1   20     85.362     27.833      0.000
    1   20     87.259     27.245      0.000
    1   20     89.156     26.659      0.000
    1   20     91.053     26.069      0.000
    1   20     92.950     25.474      0.000
    1   20     94.847     24.875      0.000
    1   20     96.744     24.272      0.000
    1   20     98.641     23.665      0.000
    1   20    100.537     23.053      0.000
    1   20    102.434     22.437      0.000
    1   20    104.331     21.820      0.000
    1   20    106.228     21.206      0.000
    1   20    108.125     20.594      0.000
    1   20    110.022     19.984      0.000
    1   20    111.919     19.376      0.000
    1   20    113.816     18.770      0.000
    1   20    115.713     18.166      0.000
    1   20    117.610     17.566      0.000
    1   20    119.507     16.979      0.000
    1   20    121.404     16.407      0.000
    1   20    123.301     15.851      0.000
    1   20    125.198     15.311      0.000
    1   20    127.094     14.786      0.000
    1   20    128.991     14.277      0.000
    1   20    130.888     13.783      0.000
    1   20    132.785     13.302      0.000
    1   20    134.682     12.829      0.000
    1   20    136.579     12.362      0.000
    1   20    138.476     11.902      0.000
    1   20    140.373     11.449      0.000
    1   20    142.270     11.003      0.000
    1   20    144.167     10.564      0.000
    1   20    146.064     10.132      0.000
    1   20    147.961      9.702      0.000
    1   20    149.858      9.269      0.000
    1   20    151.755      8.835      0.000
    1   20    153.652      8.399      0.000
    1   20    155.548      7.960      0.000
    1   20    157.445      7.520      0.000
    1   20    159.342      7.078      0.000
    1   20    161.239      6.634      0.000
    1   20    163.136      6.190      0.000
    1   20    165.033      5.746      0.000
    1   20    166.930      5.302      0.000
    1   20    168.827      4.859      0.000
    1   20    170.724      4.416      0.000
    1   20    172.621      3.974      0.000
    1   20    174.518      3.532      0.000
    1   20    176.415      3.090      0.000
    1   20    178.312      2.648      0.000
    1   20    180.209      2.207      0.000
    1   20    182.106      1.765      0.000
    1   20    184.002      1.324      0.000
    1   20    185.899      0.882      0.000
    1   20    187.796      0.441      0.000
    1   20    189.693      0.000      0.000
    1   21      1.897     55.296      0.000
    1   21      3.794     54.497      0.000
    1   21      5.691     53.721      0.000
    1   21      7.588     52.966      0.000
    1   21      9.485     52.234      0.000
    1   21     11.382     51.523      0.000
    1   21     13.279     50.834      0.000
    1   21     15.175     50.168      0.000
    1   21     17.072     49.523      0.000
    1   21     18.969     48.901      0.000
    1   21     20.866     48.301      0.000
    1   21     22.763     47.722      0.000
    1   21     24.660     47.166      0.000
    1   21     26.557     46.632      0.000
    1   21     28.454     46.120      0.000
    1   21     30.351     45.623      0.000
    1   21     32.248     45.110      0.000
    1   21     34.145     44.579      0.000
    1   21     36.042     44.031      0.000
    1   21     37.939     43.464      0.000
    1   21     39.836     42.880      0.000
    1   21     41.733     42.277      0.000
    1   21     43.629     41.657      0.000
    1   21     45.526     41.025      0.000
    1   21     47.423     40.391      0.000
    1   21     49.320     39.755      0.000
    1   21     51.217     39.116      0.000
    1   21     53.114     38.475      0.000
    1   21     55.011     37.832      0.000
    1   21     56.908     37.186      0.000
    1   21     58.805     36.538      0.000
    1   21     60.702     35.892      0.000
    1   21     62.599     35.249      0.000
    1   21     64.496     34.609      0.000
    1   21     66.393     33.973      0.000
    1   21     68.290     33.340      0.000
    1   21     70.187     32.711      0.000
    1   21     72.083     32.085      0.000
    1   21     73.980     31.463      0.000
    1   21     75.877     30.845      0.000
    1   21     77.774     30.233      0.000
    1   21     79.671     29.625      0.000
    1   21     81.568     29.023      0.000
    1   21     83.465     28.425      0.000
    1   21     85.362     27.833      0.000
    1   21     87.259     27.245      0.000
    1   21     89.156     26.659      0.000
    1   21     91.053     26.069      0.000
    1   21     92.950     25.474      0.000
    1   21     94.847     24.875      0.000
    1   21     96.744     24.272      0.000
    1   21     98.641     23.665      0.000
    1   21    100.537     23.053      0.000
    1   21    102.434     22.437      0.000
    1   21    104.331     21.820      0.000
    1   21    106.228     21.206      0.000
    1   21    108.125     20.594      0.000
    1   21    110.022     19.984      0.000
    1   21    111.919     19.376      0.000
    1   21    113.816     18.770      0.000
    1   21    115.713     18.166      0.000
    1   21    117.610     17.566      0.000
    1   21    119.507     16.979      0.000
    1   21    121.404     16.407      0.000
    1   21    123.301     15.851      0.000
    1   21    125.198     15.311      0.000
    1   21    127.094     14.786      0.000
    1   21    128.991     14.277      0.000
    1   21    130.888     13.783      0.000
    1   21    132.785     13.302      0.000
    1   21    134.682     12.829      0.000
    1   21    136.579     12.362      0.000
    1   21    138.476     11.902      0.000
    1   21    140.373     11.449      0.000
    1   21    142.270     11.003      0.000
    1   21    144.167     10.564      0.000
    1   21    146.064     10.132      0.000
    1   21    147.961      9.702      0.000
    1   21    149.858      9.269      0.000
    1   21    151.755      8.835      0.000
    1   21    153.652      8.399      0.000
    1   21    155.548      7.960      0.000
    1   21    157.445      7.520      0.000
    1   21    159.342      7.078      0.000
    1   21    161.239      6.634      0.000
    1   21    163.136      6.190      0.000
    1   21    165.033      5.746      0.000
    1   21    166.930      5.302      0.000
    1   21    168.827      4.859      0.000
    1   21    170.724      4.416      0.000
    1   21    172.621      3.974      0.000
    1   21    174.518      3.532      0.000
    1   21    176.415      3.090      0.000
    1   21    178.312      2.648      0.000
    1   21    180.209      2.207      0.000
    1   21    182.106      1.765      0.000
    1   21    184.002      1.324      0.000
    1   21    185.899      0.882      0.000
    1   21    187.796      0.441      0.000
    1   21    189.693      0.000      0.000
    1   22      1.897     55.296      0.000
    1   22      3.794     54.497      0.000
    1   22      5.691     53.721      0.000
    1   22      7.588     52.966      0.000
    1   22      9.485     52.234      0.000
    1   22     11.382     51.523      0.000
    1   22     13.279     50.834      0.000
    1   22     15.175     50.168      0.000
    1   22     17.072     49.523      0.000
    1   22     18.969     48.901      0.000
    1   22     20.866     48.301      0.000
    1   22     22.763     47.722      0.000
    1   22     24.660     47.166      0.000
    1   22     26.557     46.632      0.000
    1   22     28.454     46.120      0.000
    1   22     30.351     45.623      0.000
    1   22     32.248     45.110      0.000
    1   22     34.145     44.579      0.000
    1   22     36.042     44.031      0.000
    1   22     37.939     43.464      0.000
    1   22     39.836     42.880      0.000
    1   22     41.733     42.277      0.000
    1   22     43.629     41.657      0.000
    1   22     45.526     41.025      0.000
    1   22     47.423     40.391      0.000
    1   22     49.320     39.755      0.000
    1   22     51.217     39.116      0.000
    1   22     53.114     38.475      0.000
    1   22     55.011     37.832      0.000
    1   22     56.908     37.186      0.000
    1   22     58.805     36.538      0.000
    1   22     60.702     35.892      0.000
    1   22     62.599     35.249      0.000
    1   22     64.496     34.609      0.000
    1   22     66.393     33.973      0.000
    1   22     68.290     33.340      0.000
    1   22     70.187     32.711      0.000
    1   22     72.083     32.085      0.000
    1   22     73.980     31.463      0.000
    1   22     75.877     30.845      0.000
    1   22     77.774     30.233      0.000
    1   22     79.671     29.625      0.000
    1   22     81.568     29.023      0.000
    1   22     83.465     28.425      0.000
    1   22     85.362     27.833      0.000
    1   22     87.259     27.245      0.000
    1   22     89.156     26.659      0.000
    1   22     91.053     26.069      0.000
    1   22     92.950     25.474      0.000
    1   22     94.847     24.875      0.000
    1   22     96.744     24.272      0.000
    1   22     98.641     23.665      0.000
    1   22    100.537     23.053      0.000
    1   22    102.434     22.437      0.000
    1   22    104.331     21.820      0.000
    1   22    106.228     21.206      0.000
    1   22    108.125     20.594      0.000
    1   22    110.022     19.984      0.000
    1   22    111.919     19.376      0.000
    1   22    113.816     18.770      0.000
    1   22    115.713     18.166      0.000
    1   22    117.610     17.566      0.000
    1   22    119.507     16.979      0.000
    1   22    121.404     16.407      0.000
    1   22    123.301     15.851      0.000
    1   22    125.198     15.311      0.000
    1   22    127.094     14.786      0.000
    1   22    128.991     14.277      0.000
    1   22    130.888     13.783      0.000
    1   22    132.785     13.302      0.000
    1   22    134.682     12.829      0.000
    1   22    136.579     12.362      0.000
    1   22    138.476     11.902      0.000
    1   22    140.373     11.449      0.000
    1   22    142.270     11.003      0.000
    1   22    144.167     10.564      0.000
    1   22    146.064     10.132      0.000
    1   22    147.961      9.702      0.000
    1   22    149.858      9.269      0.000
    1   22    151.755      8.835      0.000
    1   22    153.652      8.399      0.000
    1   22    155.548      7.960      0.000
    1   22    157.445      7.520      0.000
    1   22    159.342      7.078      0.000
    1   22    161.239      6.634      0.000
    1   22    163.136      6.190      0.000
    1   22    165.033      5.746      0.000
    1   22    166.930      5.302      0.000
    1   22    168.827      4.859      0.000
    1   22    170.724      4.416      0.000
    1   22    172.621      3.974      0.000
    1   22    174.518      3.532      0.000
    1   22    176.415      3.090      0.000
    1   22    178.312      2.648      0.000
    1   22    180.209      2.207      0.000
    1   22    182.106      1.765      0.000
    1   22    184.002      1.324      0.000
    1   22    185.899      0.882      0.000
    1   22    187.796      0.441      0.000
    1   22    189.693      0.000      0.000
    1   23      1.897     55.296      0.000
    1   23      3.794     54.497      0.000
    1   23      5.691     53.721      0.000
    1   23      7.588     52.966      0.000
    1   23      9.485     52.234      0.000
    1   23     11.382     51.523      0.000
    1   23     13.279     50.834      0.000
    1   23     15.175     50.168      0.000
    1   23     17.072     49.523      0.000
    1   23     18.969     48.901      0.000
    1   23     20.866     48.301      0.000
    1   23     22.763     47.722      0.000
    1   23     24.660     47.166      0.000
    1   23     26.557     46.632      0.000
    1   23     28.454     46.120      0.000
    1   23     30.351     45.623      0.000
    1   23     32.248     45.110      0.000
    1   23     34.145     44.579      0.000
    1   23     36.042     44.031      0.000
    1   23     37.939     43.464      0.000
    1   23     39.836     42.880      0.000
    1   23     41.733     42.277      0.000
    1   23     43.629     41.657      0.000
    1   23     45.526     41.025      0.000
    1   23     47.423     40.391      0.000
    1   23     49.320     39.755      0.000
    1   23     51.217     39.116      0.000
    1   23     53.114     38.475      0.000
    1   23     55.011     37.832      0.000
    1   23     56.908     37.186      0.000
    1   23     58.805     36.538      0.000
    1   23     60.702     35.892      0.000
    1   23     62.599     35.249      0.000
    1   23     64.496     34.609      0.000
    1   23     66.393     33.973      0.000
    1   23     68.290     33.340      0.000
    1   23     70.187     32.711      0.000
    1   23     72.083     32.085      0.000
    1   23     73.980     31.463      0.000
    1   23     75.877     30.845      0.000
    1   23     77.774     30.233      0.000
    1   23     79.671     29.625      0.000
    1   23     81.568     29.023      0.000
    1   23     83.465     28.425      0.000
    1   23     85.362     27.833      0.000
    1   23     87.259     27.245      0.000
    1   23     89.156     26.659      0.000
    1   23     91.053     26.069      0.000
    1   23     92.950     25.474      0.000
    1   23     94.847     24.875      0.000
    1   23     96.744     24.272      0.000
    1   23     98.641     23.665      0.000
    1   23    100.537     23.053      0.000
    1   23    102.434     22.437      0.000
    1   23    104.331     21.820      0.000
    1   23    106.228     21.206      0.000
    1   23    108.125     20.594      0.000
    1   23    110.022     19.984      0.000
    1   23    111.919     19.376      0.000
    1   23    113.816     18.770      0.000
    1   23    115.713     18.166      0.000
    1   23    117.610     17.566      0.000
    1   23    119.507     16.979      0.000
    1   23    121.404     16.407      0.000
    1   23    123.301     15.851      0.000
    1   23    125.198     15.311      0.000
    1   23    127.094     14.786      0.000
    1   23    128.991     14.277      0.000
    1   23    130.888     13.783      0.000
    1   23    132.785     13.302      0.000
    1   23    134.682     12.829      0.000
    1   23    136.579     12.362      0.000
    1   23    138.476     11.902      0.000
    1   23    140.373     11.449      0.000
    1   23    142.270     11.003      0.000
    1   23    144.167     10.564      0.000
    1   23    146.064     10.132      0.000
    1   23    147.961      9.702      0.000
    1   23    149.858      9.269      0.000
    1   23    151.755      8.835      0.000
    1   23    153.652      8.399      0.000
    1   23    155.548      7.960      0.000
    1   23    157.445      7.520      0.000
    1   23    159.342      7.078      0.000
    1   23    161.239      6.634      0.000
    1   23    163.136      6.190      0.000
    1   23    165.033      5.746      0.000
    1   23    166.930      5.302      0.000
    1   23    168.827      4.859      0.000
    1   23    170.724      4.416      0.000
    1   23    172.621      3.974      0.000
    1   23    174.518      3.532      0.000
    1   23    176.415      3.090      0.000
    1   23    178.312      2.648      0.000
    1   23    180.209      2.207      0.000
    1   23    182.106      1.765      0.000
    1   23    184.002      1.324      0.000
    1   23    185.899      0.882      0.000
    1   23    187.796      0.441      0.000
    1   23    189.693      0.000      0.000
    1   24      1.897     55.296      0.000
    1   24      3.794     54.497      0.000
    1   24      5.691     53.721      0.000
    1   24      7.588     52.966      0.000
    1   24      9.485     52.234      0.000
    1   24     11.382     51.523      0.000
    1   24     13.279     50.834      0.000
    1   24     15.175     50.168      0.000
    1   24     17.072     49.523      0.000
    1   24     18.969     48.901      0.000
    1   24     20.866     48.301      0.000
    1   24     22.763     47.722      0.000
    1   24     24.660     47.166      0.000
    1   24     26.557     46.632      0.000
    1   24     28.454     46.120      0.000
    1   24     30.351     45.623      0.000
    1   24     32.248     45.110      0.000
    1   24     34.145     44.579      0.000
    1   24     36.042     44.031      0.000
    1   24     37.939     43.464      0.000
    1   24     39.836     42.880      0.000
    1   24     41.733     42.277      0.000
    1   24     43.629     41.657      0.000
    1   24     45.526     41.025      0.000
    1   24     47.423     40.391      0.000
    1   24     49.320     39.755      0.000
    1   24     51.217     39.116      0.000
    1   24     53.114     38.475      0.000
    1   24     55.011     37.832      0.000
    1   24     56.908     37.186      0.000
    1   24     58.805     36.538      0.000
    1   24     60.702     35.892      0.000
    1   24     62.599     35.249      0.000
    1   24     64.496     34.609      0.000
    1   24     66.393     33.973      0.000
    1   24     68.290     33.340      0.000
    1   24     70.187     32.711      0.000
    1   24     72.083     32.085      0.000
    1   24     73.980     31.463      0.000
    1   24     75.877     30.845      0.000
    1   24     77.774     30.233      0.000
    1   24     79.671     29.625      0.000
    1   24     81.568     29.023      0.000
    1   24     83.465     28.425      0.000
    1   24     85.362     27.833      0.000
    1   24     87.259     27.245      0.000
    1   24     89.156     26.659      0.000
    1   24     91.053     26.069      0.000
    1   24     92.950     25.474      0.000
    1   24     94.847     24.875      0.000
    1   24     96.744     24.272      0.000
    1   24     98.641     23.665      0.000
    1   24    100.537     23.053      0.000
    1   24    102.434     22.437      0.000
    1   24    104.331     21.820      0.000
    1   24    106.228     21.206      0.000
    1   24    108.125     20.594      0.000
    1   24    110.022     19.984      0.000
    1   24    111.919     19.376      0.000
    1   24    113.816     18.770      0.000
    1   24    115.713     18.166      0.000
    1   24    117.610     17.566      0.000
    1   24    119.507     16.979      0.000
    1   24    121.404     16.407      0.000
    1   24    123.301     15.851      0.000
    1   24    125.198     15.311      0.000
    1   24    127.094     14.786      0.000
    1   24    128.991     14.277      0.000
    1   24    130.888     13.783      0.000
    1   24    132.785     13.302      0.000
    1   24    134.682     12.829      0.000
    1   24    136.579     12.362      0.000
    1   24    138.476     11.902      0.000
    1   24    140.373     11.449      0.000
    1   24    142.270     11.003      0.000
    1   24    144.167     10.564      0.000
    1   24    146.064     10.132      0.000
    1   24    147.961      9.702      0.000
    1   24    149.858      9.269      0.000
    1   24    151.755      8.835      0.000
    1   24    153.652      8.399      0.000
    1   24    155.548      7.960      0.000
    1   24    157.445      7.520      0.000
    1   24    159.342      7.078      0.000
    1   24    161.239      6.634      0.000
    1   24    163.136      6.190      0.000
    1   24    165.033      5.746      0.000
    1   24    166.930      5.302      0.000
    1   24    168.827      4.859      0.000
    1   24    170.724      4.416      0.000
    1   24    172.621      3.974      0.000
    1   24    174.518      3.532      0.000
    1   24    176.415      3.090      0.000
    1   24    178.312      2.648      0.000
    1   24    180.209      2.207      0.000
    1   24    182.106      1.765      0.000
    1   24    184.002      1.324      0.000
    1   24    185.899      0.882      0.000
    1   24    187.796      0.441      0.000
    1   24    189.693      0.000      0.000
    1   25      1.897     55.296      0.000
    1   25      3.794     54.497      0.000
    1   25      5.691     53.721      0.000
    1   25      7.588     52.966      0.000
    1   25      9.485     52.234      0.000
    1   25     11.382     51.523      0.000
    1   25     13.279     50.834      0.000
    1   25     15.175     50.168      0.000
    1   25     17.072     49.523      0.000
    1   25     18.969     48.901      0.000
    1   25     20.866     48.301      0.000
    1   25     22.763     47.722      0.000
    1   25     24.660     47.166      0.000
    1   25     26.557     46.632      0.000
    1   25     28.454     46.120      0.000
    1   25     30.351     45.623      0.000
    1   25     32.248     45.110      0.000
    1   25     34.145     44.579      0.000
    1   25     36.042     44.031      0.000
    1   25     37.939     43.464      0.000
    1   25     39.836     42.880      0.000
    1   25     41.733     42.277      0.000
    1   25     43.629     41.657      0.000
    1   25     45.526     41.025      0.000
    1   25     47.423     40.391      0.000
    1   25     49.320     39.755      0.000
    1   25     51.217     39.116      0.000
    1   25     53.114     38.475      0.000
    1   25     55.011     37.832      0.000
    1   25     56.908     37.186      0.000
    1   25     58.805     36.538      0.000
    1   25     60.702     35.892      0.000
    1   25     62.599     35.249      0.000
    1   25     64.496     34.609      0.000
    1   25     66.393     33.973      0.000
    1   25     68.290     33.340      0.000
    1   25     70.187     32.711      0.000
    1   25     72.083     32.085      0.000
    1   25     73.980     31.463      0.000
    1   25     75.877     30.845      0.000
    1   25     77.774     30.233      0.000
    1   25     79.671     29.625      0.000
    1   25     81.568     29.023      0.000
    1   25     83.465     28.425      0.000
    1   25     85.362     27.833      0.000
    1   25     87.259     27.245      0.000
    1   25     89.156     26.659      0.000
    1   25     91.053     26.069      0.000
    1   25     92.950     25.474      0.000
    1   25     94.847     24.875      0.000
    1   25     96.744     24.272      0.000
    1   25     98.641     23.665      0.000
    1   25    100.537     23.053      0.000
    1   25    102.434     22.437      0.000
    1   25    104.331     21.820      0.000
    1   25    106.228     21.206      0.000
    1   25    108.125     20.594      0.000
