 OFE DD MM YYYY  Precip   Runoff   EffInt PeakRO  EffDur Enrich    Keff   Sm  LeafArea  CanHgt  Cancov IntCov  RilCov  LivBio DeadBio  Ki    Kr     Tcrit RilWid   SedLeave
 na  na na  na     mm       mm     mm/h    mm/h      h    Ratio    mm/h   mm    Index    m       %       %       %     Kg/m^2  Kg/m^2  na    na      na     m       kg/m
  1  1  1    1    0.000    0.000   0.000   0.000   0.000 0.000 193.546 383.717   5.089  2.337   90.000   99.900   99.900    0.164  1.381  0.165  0.750  7.000  0.150    0.000
  1 15  1    1    0.000    0.000   0.000   0.000   0.000 0.000 193.546 223.518   5.093  2.340   90.039   99.897   99.897    0.165  1.376  0.165  0.750  7.000  0.150    0.000
  1  1  2    1    0.000    0.000   0.000   0.000   0.000 0.000 193.546 193.552   5.093  2.340   90.039   99.896   99.896    0.165  1.374  0.165  0.750  7.000  0.150    0.000
  1 15  2    1    0.000    0.000   0.000   0.000   0.000 0.000 193.546 210.550   5.093  2.340   90.039   99.895   99.895    0.165  1.372  0.165  0.750  7.000  0.150    0.000
  1  1  3    1    0.000    0.000   0.000   0.000   0.000 0.000 193.546 191.577   5.123  2.361   90.311   99.892   99.892    0.167  1.366  0.165  0.750  7.000  0.150    0.000
  1 15  3    1    0.000    0.000   0.000   0.000   0.000 0.000 193.546 191.223   5.167  2.395   90.718   99.888   99.888    0.170  1.359  0.165  0.750  7.000  0.150    0.000
  1  1  4    1    0.000    0.000   0.000   0.000   0.000 0.000 193.546 289.151   5.548  2.765   94.398   99.877   99.877    0.206  1.339  0.165  0.750  7.000  0.150    0.000
  1 15  4    1    0.000    0.000   0.000   0.000   0.000 0.000 193.546 436.253   5.864  3.383   97.917   99.861   99.861    0.277  1.315  0.165  0.750  7.000  0.150    0.000
  1  1  5    1    0.000    0.000   0.000   0.000   0.000 0.000 193.546 282.786   5.950  3.815   99.104   99.844   99.844    0.337  1.293  0.165  0.750  7.000  0.150    0.000
  1 15  5    1    4.800    0.000   0.000   0.000   0.000 0.000 193.546 205.133   5.986  4.279   99.706   99.825   99.825    0.416  1.269  0.165  0.750  7.000  0.150    0.000
  1  1  6    1   30.700    0.000   0.000   0.000   0.000 0.000 193.546 286.686   5.998  4.850   99.955   99.794   99.794    0.551  1.237  0.165  0.750  7.000  0.150    0.000
  1 15  6    1    0.000    0.000   0.000   0.000   0.000 0.000 193.546 227.739   6.000  5.208   99.992   99.763   99.763    0.675  1.209  0.165  0.750  7.000  0.150    0.000
