 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      4.518    126.753      0.000
      9.035    126.118      0.000
     13.553    125.452      0.000
     18.070    124.752      0.000
     22.588    124.021      0.000
     27.106    123.257      0.000
     31.623    122.458      0.000
     36.141    121.595      0.000
     40.658    120.658      0.000
     45.176    119.648      0.000
     49.694    118.565      0.000
     54.211    117.408      0.000
     58.729    116.178      0.000
     63.246    114.889      0.000
     67.764    113.594      0.000
     72.282    112.295      0.000
     76.799    110.992      0.000
     81.317    109.686      0.000
     85.834    108.377      0.000
     90.352    107.064      0.000
     94.870    105.752      0.000
     99.387    104.448      0.000
    103.905    103.151      0.000
    108.422    101.861      0.000
    112.940    100.579      0.000
    117.458     99.303      0.000
    121.975     98.033      0.000
    126.493     96.756      0.000
    131.010     95.468      0.000
    135.528     94.168      0.000
    140.045     92.857      0.000
    144.563     91.534      0.000
    149.081     90.200      0.000
    153.598     88.855      0.000
    158.116     87.499      0.000
    162.633     86.132      0.000
    167.151     84.756      0.000
    171.669     83.368      0.000
    176.186     81.971      0.000
    180.704     80.562      0.000
    185.221     79.147      0.000
    189.739     77.729      0.000
    194.257     76.307      0.000
    198.774     74.882      0.000
    203.292     73.454      0.000
    207.809     72.022      0.000
    212.327     70.587      0.000
    216.845     69.153      0.000
    221.362     67.720      0.000
    225.880     66.290      0.000
    230.397     64.861      0.000
    234.915     63.433      0.000
    239.433     62.008      0.000
    243.950     60.584      0.000
    248.468     59.163      0.000
    252.985     57.744      0.000
    257.503     56.327      0.000
    262.021     54.913      0.000
    266.538     53.501      0.000
    271.056     52.092      0.000
    275.573     50.680      0.000
    280.091     49.263      0.000
    284.609     47.841      0.000
    289.126     46.412      0.000
    293.644     44.978      0.000
    298.161     43.538      0.000
    302.679     42.093      0.000
    307.197     40.647      0.000
    311.714     39.204      0.000
    316.232     37.762      0.000
    320.749     36.322      0.000
    325.267     34.884      0.000
    329.785     33.447      0.000
    334.302     32.011      0.000
    338.820     30.568      0.000
    343.337     29.119      0.000
    347.855     27.664      0.000
    352.373     26.203      0.000
    356.890     24.736      0.000
    361.408     23.262      0.000
    365.925     21.787      0.000
    370.443     20.314      0.000
    374.960     18.843      0.000
    379.478     17.374      0.000
    383.996     15.908      0.000
    388.513     14.444      0.000
    393.031     12.988      0.000
    397.548     11.601      0.000
    402.066     10.304      0.000
    406.584      9.096      0.000
    411.101      7.977      0.000
    415.619      6.948      0.000
    420.136      6.009      0.000
    424.654      5.139      0.000
    429.172      4.276      0.000
    433.689      3.416      0.000
    438.207      2.559      0.000
    442.724      1.703      0.000
    447.242      0.850      0.000
    451.760      0.000      0.000
