 OFE DD MM YYYY  Precip   Runoff   EffInt PeakRO  EffDur Enrich    Keff   Sm  LeafArea  CanHgt  Cancov IntCov  RilCov  LivBio DeadBio  Ki    Kr     Tcrit RilWid   SedLeave
 na  na na  na     mm       mm     mm/h    mm/h      h    Ratio    mm/h   mm    Index    m       %       %       %     Kg/m^2  Kg/m^2  na    na      na     m       kg/m
  1  1  1    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 372.016   5.089  2.337   90.000   99.900   99.900    0.164  1.381  0.111  0.249  6.710  0.150    0.000
  1 15  1    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 241.648   5.091  2.338   90.017   99.898   99.898    0.165  1.377  0.111  0.250  6.710  0.150    0.000
  1  1  2    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 214.168   5.091  2.338   90.017   99.897   99.897    0.165  1.376  0.111  0.250  6.710  0.150    0.000
  1 15  2    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 208.399   5.091  2.338   90.017   99.896   99.896    0.165  1.374  0.111  0.105  6.710  0.150    0.000
  1  1  3    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 194.724   5.119  2.358   90.273   99.893   99.893    0.166  1.368  0.111  0.252  6.710  0.150    0.000
  1 15  3    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 208.703   5.154  2.385   90.601   99.890   99.890    0.169  1.362  0.111  0.253  6.710  0.150    0.000
  1  1  4    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 221.116   5.497  2.702   93.878   99.880   99.880    0.200  1.345  0.111  0.257  6.710  0.150    0.000
  1 15  4    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 407.695   5.813  3.230   97.285   99.866   99.866    0.258  1.323  0.111  0.263  6.710  0.150    0.000
  1  1  5    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 437.108   5.918  3.608   98.632   99.853   99.853    0.307  1.305  0.111  0.267  6.710  0.150    0.000
  1 15  5    1    6.100    0.000   0.000   0.000   0.000 0.000 173.169 262.850   5.972  4.039   99.459   99.837   99.837    0.373  1.283  0.111  0.273  6.710  0.150    0.000
  1  1  6    1   32.000    0.000   0.000   0.000   0.000 0.000 173.169 321.416   5.995  4.594   99.885   99.812   99.812    0.484  1.255  0.111  0.280  6.710  0.150    0.000
  1 15  6    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 259.320   5.999  4.964   99.972   99.787   99.787    0.586  1.231  0.111  0.287  6.710  0.150    0.000
