 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      3.249    113.628      0.000
      6.497    112.606      0.000
      9.746    111.559      0.000
     12.994    110.490      0.000
     16.243    109.398      0.000
     19.492    108.282      0.000
     22.740    107.142      0.000
     25.989    105.980      0.000
     29.237    104.794      0.000
     32.486    103.595      0.000
     35.734    102.397      0.000
     38.983    101.201      0.000
     42.232    100.006      0.000
     45.480     98.812      0.000
     48.729     97.620      0.000
     51.977     96.429      0.000
     55.226     95.239      0.000
     58.475     94.050      0.000
     61.723     92.857      0.000
     64.972     91.650      0.000
     68.220     90.427      0.000
     71.469     89.189      0.000
     74.718     87.936      0.000
     77.966     86.668      0.000
     81.215     85.385      0.000
     84.463     84.087      0.000
     87.712     82.774      0.000
     90.961     81.450      0.000
     94.209     80.129      0.000
     97.458     78.811      0.000
    100.706     77.496      0.000
    103.955     76.184      0.000
    107.203     74.875      0.000
    110.452     73.569      0.000
    113.701     72.266      0.000
    116.949     70.967      0.000
    120.198     69.670      0.000
    123.446     68.377      0.000
    126.695     67.087      0.000
    129.944     65.801      0.000
    133.192     64.517      0.000
    136.441     63.237      0.000
    139.689     61.960      0.000
    142.938     60.687      0.000
    146.187     59.416      0.000
    149.435     58.148      0.000
    152.684     56.878      0.000
    155.932     55.606      0.000
    159.181     54.332      0.000
    162.429     53.055      0.000
    165.678     51.776      0.000
    168.927     50.494      0.000
    172.175     49.210      0.000
    175.424     47.924      0.000
    178.672     46.636      0.000
    181.921     45.354      0.000
    185.170     44.079      0.000
    188.418     42.810      0.000
    191.667     41.548      0.000
    194.915     40.293      0.000
    198.164     39.045      0.000
    201.413     37.804      0.000
    204.661     36.569      0.000
    207.910     35.342      0.000
    211.158     34.124      0.000
    214.407     32.917      0.000
    217.656     31.720      0.000
    220.904     30.534      0.000
    224.153     29.358      0.000
    227.401     28.193      0.000
    230.650     27.038      0.000
    233.898     25.893      0.000
    237.147     24.759      0.000
    240.396     23.639      0.000
    243.644     22.534      0.000
    246.893     21.444      0.000
    250.141     20.369      0.000
    253.390     19.309      0.000
    256.639     18.264      0.000
    259.887     17.235      0.000
    263.136     16.220      0.000
    266.384     15.221      0.000
    269.633     14.240      0.000
    272.882     13.281      0.000
    276.130     12.343      0.000
    279.379     11.425      0.000
    282.627     10.529      0.000
    285.876      9.654      0.000
    289.124      8.800      0.000
    292.373      7.967      0.000
    295.622      7.155      0.000
    298.870      6.352      0.000
    302.119      5.552      0.000
    305.367      4.753      0.000
    308.616      3.956      0.000
    311.865      3.162      0.000
    315.113      2.368      0.000
    318.362      1.577      0.000
    321.610      0.788      0.000
    324.859      0.000      0.000
