 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      2.157     65.844      0.000
      4.313     65.458      0.000
      6.470     65.045      0.000
      8.626     64.605      0.000
     10.783     64.139      0.000
     12.940     63.646      0.000
     15.096     63.127      0.000
     17.253     62.581      0.000
     19.409     62.009      0.000
     21.566     61.410      0.000
     23.723     60.784      0.000
     25.879     60.143      0.000
     28.036     59.502      0.000
     30.192     58.861      0.000
     32.349     58.222      0.000
     34.506     57.583      0.000
     36.662     56.945      0.000
     38.819     56.307      0.000
     40.975     55.671      0.000
     43.132     55.035      0.000
     45.289     54.399      0.000
     47.445     53.765      0.000
     49.602     53.130      0.000
     51.758     52.494      0.000
     53.915     51.857      0.000
     56.072     51.220      0.000
     58.228     50.580      0.000
     60.385     49.940      0.000
     62.542     49.299      0.000
     64.698     48.656      0.000
     66.855     48.012      0.000
     69.011     47.368      0.000
     71.168     46.722      0.000
     73.325     46.075      0.000
     75.481     45.430      0.000
     77.638     44.786      0.000
     79.794     44.144      0.000
     81.951     43.504      0.000
     84.108     42.866      0.000
     86.264     42.229      0.000
     88.421     41.593      0.000
     90.577     40.959      0.000
     92.734     40.327      0.000
     94.891     39.696      0.000
     97.047     39.067      0.000
     99.204     38.439      0.000
    101.360     37.810      0.000
    103.517     37.183      0.000
    105.674     36.555      0.000
    107.830     35.928      0.000
    109.987     35.301      0.000
    112.143     34.675      0.000
    114.300     34.049      0.000
    116.457     33.424      0.000
    118.613     32.799      0.000
    120.770     32.174      0.000
    122.926     31.543      0.000
    125.083     30.907      0.000
    127.240     30.264      0.000
    129.396     29.615      0.000
    131.553     28.960      0.000
    133.709     28.299      0.000
    135.866     27.631      0.000
    138.023     26.958      0.000
    140.179     26.278      0.000
    142.336     25.592      0.000
    144.492     24.900      0.000
    146.649     24.208      0.000
    148.806     23.516      0.000
    150.962     22.825      0.000
    153.119     22.134      0.000
    155.275     21.444      0.000
    157.432     20.754      0.000
    159.589     20.066      0.000
    161.745     19.378      0.000
    163.902     18.690      0.000
    166.058     18.003      0.000
    168.215     17.317      0.000
    170.372     16.622      0.000
    172.528     15.917      0.000
    174.685     15.199      0.000
    176.842     14.470      0.000
    178.998     13.730      0.000
    181.155     12.978      0.000
    183.311     12.215      0.000
    185.468     11.440      0.000
    187.625     10.653      0.000
    189.781      9.855      0.000
    191.938      9.046      0.000
    194.094      8.231      0.000
    196.251      7.415      0.000
    198.408      6.597      0.000
    200.564      5.777      0.000
    202.721      4.957      0.000
    204.877      4.134      0.000
    207.034      3.310      0.000
    209.191      2.485      0.000
    211.347      1.658      0.000
    213.504      0.830      0.000
    215.660      0.000      0.000
