 OFE DD MM YYYY  Precip   Runoff   EffInt PeakRO  EffDur Enrich    Keff   Sm  LeafArea  CanHgt  Cancov IntCov  RilCov  LivBio DeadBio  Ki    Kr     Tcrit RilWid   SedLeave
 na  na na  na     mm       mm     mm/h    mm/h      h    Ratio    mm/h   mm    Index    m       %       %       %     Kg/m^2  Kg/m^2  na    na      na     m       kg/m
  1  1  1    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 371.998   5.089  2.337   90.000   99.900   99.900    0.164  1.381  0.111  0.249  6.710  0.150    0.000
  1 15  1    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 235.400   5.091  2.338   90.017   99.897   99.897    0.165  1.376  0.111  0.250  6.710  0.150    0.000
  1  1  2    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 212.321   5.091  2.338   90.017   99.897   99.897    0.165  1.375  0.111  0.250  6.710  0.150    0.000
  1 15  2    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 239.661   5.091  2.338   90.017   99.896   99.896    0.165  1.373  0.111  0.105  6.710  0.150    0.000
  1  1  3    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 214.099   5.123  2.361   90.308   99.893   99.893    0.167  1.367  0.111  0.252  6.710  0.150    0.000
  1 15  3    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 233.139   5.156  2.387   90.620   99.889   99.889    0.169  1.361  0.111  0.254  6.710  0.150    0.000
  1  1  4    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 300.231   5.530  2.741   94.209   99.878   99.878    0.203  1.342  0.111  0.258  6.710  0.150    0.000
  1 15  4    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 440.179   5.846  3.323   97.686   99.863   99.863    0.269  1.319  0.111  0.264  6.710  0.150    0.000
  1  1  5    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 332.750   5.938  3.728   98.925   99.848   99.848    0.324  1.298  0.111  0.269  6.710  0.150    0.000
  1 15  5    1    5.800    0.000   0.000   0.000   0.000 0.000 173.169 234.634   5.982  4.184   99.622   99.830   99.830    0.398  1.275  0.111  0.275  6.710  0.150    0.000
