 OFE DD MM YYYY  Precip   Runoff   EffInt PeakRO  EffDur Enrich    Keff   Sm  LeafArea  CanHgt  Cancov IntCov  RilCov  LivBio DeadBio  Ki    Kr     Tcrit RilWid   SedLeave
 na  na na  na     mm       mm     mm/h    mm/h      h    Ratio    mm/h   mm    Index    m       %       %       %     Kg/m^2  Kg/m^2  na    na      na     m       kg/m
  1  1  1    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 372.036   5.089  2.337   90.000   99.900   99.900    0.164  1.381  0.111  0.249  6.710  0.150    0.000
  1 15  1    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 235.259   5.092  2.339   90.024   99.897   99.897    0.165  1.376  0.111  0.250  6.710  0.150    0.000
  1  1  2    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 210.634   5.092  2.339   90.024   99.896   99.896    0.165  1.375  0.111  0.250  6.710  0.150    0.000
  1 15  2    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 236.842   5.092  2.339   90.024   99.896   99.896    0.165  1.373  0.111  0.105  6.710  0.150    0.000
  1  1  3    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 213.861   5.123  2.362   90.315   99.892   99.892    0.167  1.367  0.111  0.252  6.710  0.150    0.000
  1 15  3    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 235.956   5.167  2.395   90.722   99.888   99.888    0.170  1.360  0.111  0.254  6.710  0.150    0.000
  1  1  4    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 322.560   5.539  2.753   94.302   99.877   99.877    0.205  1.341  0.111  0.258  6.710  0.150    0.000
  1 15  4    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 456.874   5.855  3.354   97.807   99.862   99.862    0.273  1.317  0.111  0.264  6.710  0.150    0.000
  1  1  5    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 309.613   5.943  3.764   99.001   99.847   99.847    0.329  1.296  0.111  0.269  6.710  0.150    0.000
  1 15  5    1    5.300    0.000   0.000   0.000   0.000 0.000 173.169 231.163   5.984  4.227   99.662   99.828   99.828    0.406  1.273  0.111  0.275  6.710  0.150    0.000
  1  1  6    1   31.000    0.000   0.000   0.000   0.000 0.000 173.169 313.694   5.998  4.784   99.942   99.799   99.799    0.532  1.242  0.111  0.284  6.710  0.150    0.000
  1 15  6    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 253.423   6.000  5.147   99.989   99.770   99.770    0.650  1.215  0.111  0.291  6.710  0.150    0.000
  1  1  7    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 156.076   6.000  5.610  100.000   99.719   99.719    0.911  1.175  0.111  0.302  6.710  0.150    0.000
  1 15  7    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169  91.450   6.000  5.807  100.000   99.694   99.694    1.145  1.158  0.111  0.307  6.710  0.150    0.000
  1  1  8    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169  78.824   6.000  5.887  100.000   99.642   99.642    1.323  1.127  0.111  0.316  6.710  0.150    0.000
  1 15  8    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169  64.940   6.000  5.901  100.000   99.602   99.602    1.367  1.105  0.111  0.323  6.710  0.150    0.000
  1  1  9    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169  85.682   6.000  5.920  100.000   99.522   99.522    1.440  1.069  0.111  0.334  6.710  0.150    0.000
  1 15  9    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169  67.013   6.000  5.926   95.000   99.522   99.522    1.438  0.029  0.111  0.342  6.710  0.150    0.000
  1  1 10    1    9.700    0.000   0.000   0.000   0.000 0.000 173.169  71.509   6.000  5.926   86.111   99.598   99.598    1.385  0.080  0.111  0.347  6.710  0.150    0.000
  1 15 10    1   21.800    0.000   0.000   0.000   0.000 0.000 173.169 148.316   6.000  5.926   78.333   99.660   99.660    1.340  0.125  0.111  0.105  6.710  0.150    0.000
  1  1 11    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 248.594   6.000  5.926   68.889   99.722   99.722    1.284  0.179  0.111  0.355  6.710  0.150    0.000
  1 15 11    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 349.657   6.000  5.926   61.111   99.768   99.768    1.239  0.223  0.111  0.358  6.710  0.150    0.000
  1  1 12    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 225.585   6.000  5.926   52.222   99.817   99.817    1.187  0.274  0.111  0.359  6.710  0.150    0.000
  1 15 12    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 224.472   6.000  5.926   50.000   99.829   99.829    1.174  0.286  0.111  0.360  6.710  0.150    0.000
  1  1  1    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 218.939   6.000  5.823  100.000   99.829   99.829    1.174  0.286  0.111  0.360  6.710  0.150    0.000
  1 15  1    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 219.431   6.000  5.823  100.000   99.827   99.827    1.174  0.286  0.111  0.361  6.710  0.150    0.000
  1  1  2    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 213.628   6.000  5.823  100.000   99.825   99.825    1.174  0.285  0.111  0.361  6.710  0.150    0.000
  1 15  2    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 249.982   6.000  5.826  100.000   99.815   99.815    1.181  0.283  0.111  0.364  6.710  0.150    0.000
  1  1  3    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 234.875   6.000  5.828  100.000   99.808   99.808    1.184  0.281  0.111  0.366  6.710  0.150    0.000
  1 15  3    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 224.641   6.000  5.828  100.000   99.805   99.805    1.184  0.280  0.111  0.367  6.710  0.150    0.000
  1  1  4    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 198.487   6.000  5.836  100.000   99.795   99.795    1.200  0.278  0.111  0.370  6.710  0.150    0.000
  1 15  4    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 304.923   6.000  5.842  100.000   99.785   99.785    1.213  0.276  0.111  0.372  6.710  0.150    0.000
  1  1  5    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 398.541   6.000  5.868  100.000   99.762   99.762    1.272  0.271  0.111  0.378  6.710  0.150    0.000
  1 15  5    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 444.321   6.000  5.892  100.000   99.740   99.740    1.340  0.267  0.111  0.383  6.710  0.150    0.000
  1  1  6    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 257.643   6.000  5.928  100.000   99.696   99.696    1.477  0.260  0.111  0.392  6.710  0.150    0.000
  1 15  6    2   16.000    0.000   0.000   0.000   0.000 0.000 173.169 248.082   6.000  5.950  100.000   99.652   99.652    1.598  0.254  0.111  0.399  6.710  0.150    0.000
  1  1  7    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 217.136   6.000  5.972  100.000   99.582   99.582    1.793  0.246  0.111  0.410  6.710  0.150    0.000
  1 15  7    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 148.798   6.000  5.986  100.000   99.518   99.518    2.032  0.240  0.111  0.419  6.710  0.150    0.000
  1  1  8    2    4.100    0.000   0.000   0.000   0.000 0.000 173.169  91.007   6.000  5.994  100.000   99.458   99.458    2.327  0.234  0.111  0.426  6.710  0.150    0.000
  1 15  8    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169  64.665   6.000  5.996  100.000   99.412   99.412    2.434  0.231  0.111  0.431  6.710  0.150    0.000
  1  1  9    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169  64.304   6.000  5.996  100.000   99.360   99.360    2.436  0.227  0.111  0.437  6.710  0.150    0.000
  1 15  9    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169  65.407   6.000  5.996   95.000   99.448   99.448    2.387  0.049  0.111  0.441  6.710  0.150    0.000
  1  1 10    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169  64.449   6.000  5.996   86.111   99.610   99.610    2.301  0.134  0.111  0.446  6.710  0.150    0.000
  1 15 10    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169  64.328   6.000  5.996   78.333   99.711   99.711    2.225  0.207  0.111  0.450  6.710  0.150    0.000
  1  1 11    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 107.521   6.000  5.996   68.889   99.811   99.811    2.133  0.298  0.111  0.452  6.710  0.150    0.000
  1 15 11    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 172.512   6.000  5.996   61.111   99.865   99.865    2.057  0.372  0.111  0.105  6.710  0.150    0.000
  1  1 12    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 211.681   6.000  5.996   52.222   99.900   99.900    1.970  0.457  0.111  0.455  6.710  0.150    0.000
  1 15 12    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 245.597   6.000  5.996   50.000   99.900   99.900    1.949  0.478  0.111  0.456  6.710  0.150    0.000
  1  1  1    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 218.585   6.000  5.983  100.000   99.900   99.900    1.949  0.476  0.111  0.457  6.710  0.150    0.000
  1 15  1    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 209.015   6.000  5.983  100.000   99.900   99.900    1.949  0.475  0.111  0.457  6.710  0.150    0.000
  1  1  2    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 216.820   6.000  5.983  100.000   99.900   99.900    1.951  0.473  0.111  0.459  6.710  0.150    0.000
  1 15  2    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 211.332   6.000  5.983  100.000   99.900   99.900    1.954  0.470  0.111  0.461  6.710  0.150    0.000
  1  1  3    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 223.202   6.000  5.984  100.000   99.900   99.900    1.967  0.466  0.111  0.464  6.710  0.150    0.000
  1 15  3    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 387.194   6.000  5.985  100.000   99.896   99.896    1.999  0.459  0.111  0.468  6.710  0.150    0.000
  1  1  4    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 381.570   6.000  5.987  100.000   99.884   99.884    2.039  0.452  0.111  0.473  6.710  0.150    0.000
  1 15  4    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 264.136   6.000  5.988  100.000   99.874   99.874    2.073  0.447  0.111  0.477  6.710  0.150    0.000
  1  1  5    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 229.008   6.000  5.991  100.000   99.856   99.856    2.157  0.437  0.111  0.483  6.710  0.150    0.000
  1 15  5    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 175.422   6.000  5.994  100.000   99.830   99.830    2.283  0.426  0.111  0.491  6.710  0.150    0.000
