 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      0.917     22.423      0.000
      1.834     22.220      0.000
      2.751     22.017      0.000
      3.668     21.815      0.000
      4.585     21.612      0.000
      5.502     21.410      0.000
      6.419     21.208      0.000
      7.336     21.006      0.000
      8.252     20.804      0.000
      9.169     20.603      0.000
     10.086     20.401      0.000
     11.003     20.200      0.000
     11.920     19.999      0.000
     12.837     19.799      0.000
     13.754     19.598      0.000
     14.671     19.397      0.000
     15.588     19.197      0.000
     16.505     18.996      0.000
     17.422     18.795      0.000
     18.339     18.593      0.000
     19.256     18.390      0.000
     20.173     18.186      0.000
     21.090     17.982      0.000
     22.007     17.778      0.000
     22.923     17.572      0.000
     23.840     17.366      0.000
     24.757     17.159      0.000
     25.674     16.952      0.000
     26.591     16.744      0.000
     27.508     16.536      0.000
     28.425     16.326      0.000
     29.342     16.116      0.000
     30.259     15.906      0.000
     31.176     15.694      0.000
     32.093     15.482      0.000
     33.010     15.268      0.000
     33.927     15.054      0.000
     34.844     14.838      0.000
     35.761     14.622      0.000
     36.678     14.404      0.000
     37.594     14.185      0.000
     38.511     13.965      0.000
     39.428     13.744      0.000
     40.345     13.522      0.000
     41.262     13.299      0.000
     42.179     13.075      0.000
     43.096     12.849      0.000
     44.013     12.623      0.000
     44.930     12.395      0.000
     45.847     12.167      0.000
     46.764     11.937      0.000
     47.681     11.704      0.000
     48.598     11.469      0.000
     49.515     11.232      0.000
     50.432     10.992      0.000
     51.349     10.750      0.000
     52.265     10.505      0.000
     53.182     10.258      0.000
     54.099     10.009      0.000
     55.016      9.758      0.000
     55.933      9.503      0.000
     56.850      9.247      0.000
     57.767      8.988      0.000
     58.684      8.727      0.000
     59.601      8.464      0.000
     60.518      8.198      0.000
     61.435      7.930      0.000
     62.352      7.663      0.000
     63.269      7.398      0.000
     64.186      7.135      0.000
     65.103      6.874      0.000
     66.020      6.615      0.000
     66.936      6.358      0.000
     67.853      6.103      0.000
     68.770      5.850      0.000
     69.687      5.600      0.000
     70.604      5.351      0.000
     71.521      5.104      0.000
     72.438      4.859      0.000
     73.355      4.616      0.000
     74.272      4.376      0.000
     75.189      4.137      0.000
     76.106      3.900      0.000
     77.023      3.665      0.000
     77.940      3.431      0.000
     78.857      3.198      0.000
     79.774      2.965      0.000
     80.691      2.733      0.000
     81.607      2.501      0.000
     82.524      2.270      0.000
     83.441      2.040      0.000
     84.358      1.811      0.000
     85.275      1.582      0.000
     86.192      1.354      0.000
     87.109      1.127      0.000
     88.026      0.900      0.000
     88.943      0.674      0.000
     89.860      0.449      0.000
     90.777      0.224      0.000
     91.694      0.000      0.000
