 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      0.742     23.004      0.000
      1.485     22.750      0.000
      2.227     22.494      0.000
      2.970     22.236      0.000
      3.712     21.977      0.000
      4.455     21.716      0.000
      5.197     21.454      0.000
      5.940     21.191      0.000
      6.682     20.925      0.000
      7.425     20.659      0.000
      8.167     20.391      0.000
      8.910     20.121      0.000
      9.652     19.850      0.000
     10.394     19.578      0.000
     11.137     19.304      0.000
     11.879     19.028      0.000
     12.622     18.752      0.000
     13.364     18.473      0.000
     14.107     18.193      0.000
     14.849     17.912      0.000
     15.592     17.629      0.000
     16.334     17.345      0.000
     17.077     17.059      0.000
     17.819     16.771      0.000
     18.562     16.483      0.000
     19.304     16.193      0.000
     20.046     15.903      0.000
     20.789     15.613      0.000
     21.531     15.323      0.000
     22.274     15.033      0.000
     23.016     14.743      0.000
     23.759     14.452      0.000
     24.501     14.161      0.000
     25.244     13.871      0.000
     25.986     13.580      0.000
     26.729     13.288      0.000
     27.471     12.997      0.000
     28.214     12.706      0.000
     28.956     12.414      0.000
     29.698     12.122      0.000
     30.441     11.831      0.000
     31.183     11.539      0.000
     31.926     11.246      0.000
     32.668     10.954      0.000
     33.411     10.662      0.000
     34.153     10.369      0.000
     34.896     10.076      0.000
     35.638      9.783      0.000
     36.381      9.490      0.000
     37.123      9.197      0.000
     37.866      8.907      0.000
     38.608      8.621      0.000
     39.350      8.341      0.000
     40.093      8.067      0.000
     40.835      7.798      0.000
     41.578      7.534      0.000
     42.320      7.276      0.000
     43.063      7.023      0.000
     43.805      6.775      0.000
     44.548      6.533      0.000
     45.290      6.296      0.000
     46.033      6.064      0.000
     46.775      5.838      0.000
     47.518      5.617      0.000
     48.260      5.402      0.000
     49.002      5.192      0.000
     49.745      4.987      0.000
     50.487      4.788      0.000
     51.230      4.594      0.000
     51.972      4.405      0.000
     52.715      4.222      0.000
     53.457      4.044      0.000
     54.200      3.871      0.000
     54.942      3.704      0.000
     55.685      3.542      0.000
     56.427      3.384      0.000
     57.170      3.227      0.000
     57.912      3.071      0.000
     58.655      2.917      0.000
     59.397      2.764      0.000
     60.139      2.613      0.000
     60.882      2.462      0.000
     61.624      2.314      0.000
     62.367      2.167      0.000
     63.109      2.021      0.000
     63.852      1.876      0.000
     64.594      1.733      0.000
     65.337      1.591      0.000
     66.079      1.451      0.000
     66.822      1.312      0.000
     67.564      1.175      0.000
     68.307      1.039      0.000
     69.049      0.904      0.000
     69.791      0.771      0.000
     70.534      0.639      0.000
     71.276      0.508      0.000
     72.019      0.379      0.000
     72.761      0.251      0.000
     73.504      0.125      0.000
     74.246      0.000      0.000
