 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      0.544     20.577      0.000
      1.087     20.351      0.000
      1.631     20.127      0.000
      2.175     19.903      0.000
      2.718     19.680      0.000
      3.262     19.458      0.000
      3.806     19.237      0.000
      4.350     19.017      0.000
      4.893     18.797      0.000
      5.437     18.578      0.000
      5.981     18.360      0.000
      6.524     18.143      0.000
      7.068     17.927      0.000
      7.612     17.711      0.000
      8.155     17.496      0.000
      8.699     17.282      0.000
      9.243     17.069      0.000
      9.787     16.856      0.000
     10.330     16.644      0.000
     10.874     16.432      0.000
     11.418     16.222      0.000
     11.961     16.011      0.000
     12.505     15.802      0.000
     13.049     15.593      0.000
     13.592     15.385      0.000
     14.136     15.177      0.000
     14.680     14.970      0.000
     15.224     14.764      0.000
     15.767     14.558      0.000
     16.311     14.352      0.000
     16.855     14.146      0.000
     17.398     13.938      0.000
     17.942     13.731      0.000
     18.486     13.523      0.000
     19.029     13.314      0.000
     19.573     13.104      0.000
     20.117     12.894      0.000
     20.661     12.684      0.000
     21.204     12.473      0.000
     21.748     12.262      0.000
     22.292     12.050      0.000
     22.835     11.837      0.000
     23.379     11.624      0.000
     23.923     11.410      0.000
     24.466     11.196      0.000
     25.010     10.981      0.000
     25.554     10.765      0.000
     26.098     10.549      0.000
     26.641     10.333      0.000
     27.185     10.116      0.000
     27.729      9.898      0.000
     28.272      9.680      0.000
     28.816      9.461      0.000
     29.360      9.241      0.000
     29.903      9.021      0.000
     30.447      8.800      0.000
     30.991      8.579      0.000
     31.534      8.358      0.000
     32.078      8.138      0.000
     32.622      7.918      0.000
     33.166      7.700      0.000
     33.709      7.483      0.000
     34.253      7.267      0.000
     34.797      7.052      0.000
     35.340      6.837      0.000
     35.884      6.624      0.000
     36.428      6.412      0.000
     36.971      6.201      0.000
     37.515      5.991      0.000
     38.059      5.782      0.000
     38.603      5.574      0.000
     39.146      5.367      0.000
     39.690      5.161      0.000
     40.234      4.957      0.000
     40.777      4.754      0.000
     41.321      4.552      0.000
     41.865      4.352      0.000
     42.408      4.153      0.000
     42.952      3.955      0.000
     43.496      3.759      0.000
     44.040      3.564      0.000
     44.583      3.370      0.000
     45.127      3.178      0.000
     45.671      2.987      0.000
     46.214      2.798      0.000
     46.758      2.609      0.000
     47.302      2.422      0.000
     47.845      2.234      0.000
     48.389      2.047      0.000
     48.933      1.859      0.000
     49.477      1.673      0.000
     50.020      1.486      0.000
     50.564      1.299      0.000
     51.108      1.113      0.000
     51.651      0.927      0.000
     52.195      0.741      0.000
     52.739      0.556      0.000
     53.282      0.370      0.000
     53.826      0.185      0.000
     54.370      0.000      0.000
