 EVENT OUTPUT
day mo  year Precp  Runoff  IR-det Av-det Mx-det  Point  Av-dep Max-dep  Point Sed.Del    ER
--- --  ----  (mm)    (mm)  kg/m^2 kg/m^2 kg/m^2    (m)  kg/m^2  kg/m^2    (m)  (kg/m)  ----
   18    5     2  13.0     8.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   19    5     2   6.1     3.7   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   20    5     2  14.0     0.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   11    5     4   0.0     0.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   12    5     4   0.0    31.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   13    5     4   0.0    23.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   14    5     4   0.0     6.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   15    5     7  17.8     1.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   16    5     7   5.8     4.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   17    5     7  25.7    13.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   18    5     7   9.1     2.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   26    5     7   0.0     4.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   27    5     7   0.0     5.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   13    5     8   0.0     4.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   14    5     8   0.0    15.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   15    5     8   0.0     9.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   16    5     8   0.0     9.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   17    5     8   0.0     1.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   19    5     8   0.0     1.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   20    5     8   0.0     2.7   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   21    5     8   0.0     0.7   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   22    5     8   0.0     1.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   23    5     8   0.0     0.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   24    5     8  13.0     4.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   25    5     8  13.2     2.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   26    5     8   6.9     3.7   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   27    5     8   4.1     1.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   28    5     8   0.0     3.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   29    5     8   6.9     8.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   30    5     8   0.0    15.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   31    5     8  18.0    34.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    1    6     8   4.1     1.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    2    6     8   0.0     4.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    3    6     8   0.0     1.7   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    4    6     8   7.9     2.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    5    6     8   4.1     0.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    7    6     8   0.0     8.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    8    6     8   0.0     6.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    9    6     8   0.0     8.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   10    6     8   0.0    10.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   11    6     8   6.9    13.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    1    5     9   0.0     2.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    2    5     9   0.0     7.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   25    5    10   0.0     3.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   26    5    10   0.0     2.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   27    5    10   0.0     5.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   28    5    10   0.0     5.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   29    5    10   0.0     2.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   31    5    10   6.1     1.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    1    6    10   3.0     2.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   13    6    10   0.0     8.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   14    6    10   0.0    18.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   15    6    10   0.0    33.7   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   22    5    11   0.0     3.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   23    5    11   0.0     3.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   24    5    11   0.0     4.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   25    5    11   0.0     3.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   27    5    13   1.8    16.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   28    5    13   8.9     7.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   29    5    13   2.0    14.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   30    5    13   0.0     0.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
