 OFE DD MM YYYY  Precip   Runoff   EffInt PeakRO  EffDur Enrich    Keff   Sm  LeafArea  CanHgt  Cancov IntCov  RilCov  LivBio DeadBio  Ki    Kr     Tcrit RilWid   SedLeave
 na  na na  na     mm       mm     mm/h    mm/h      h    Ratio    mm/h   mm    Index    m       %       %       %     Kg/m^2  Kg/m^2  na    na      na     m       kg/m
  1  1  1    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 371.144   5.089  2.337   90.000   99.900   99.900    0.164  1.381  0.111  0.249  6.710  0.150    0.000
  1 15  1    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 234.510   5.091  2.338   90.014   99.897   99.897    0.165  1.376  0.111  0.250  6.710  0.150    0.000
  1  1  2    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 210.405   5.091  2.338   90.014   99.896   99.896    0.165  1.374  0.111  0.250  6.710  0.150    0.000
  1 15  2    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 235.858   5.091  2.338   90.014   99.895   99.895    0.165  1.372  0.111  0.105  6.710  0.150    0.000
  1  1  3    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 213.476   5.120  2.359   90.286   99.892   99.892    0.167  1.366  0.111  0.252  6.710  0.150    0.000
  1 15  3    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 218.943   5.164  2.393   90.694   99.888   99.888    0.170  1.359  0.111  0.254  6.710  0.150    0.000
  1  1  4    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 335.789   5.544  2.760   94.359   99.877   99.877    0.205  1.340  0.111  0.259  6.710  0.150    0.000
  1 15  4    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 455.017   5.861  3.372   97.875   99.861   99.861    0.275  1.316  0.111  0.265  6.710  0.150    0.000
  1  1  5    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 292.654   5.948  3.800   99.075   99.845   99.845    0.335  1.294  0.111  0.270  6.710  0.150    0.000
  1 15  5    1    5.100    0.000   0.000   0.000   0.000 0.000 173.169 230.278   5.986  4.267   99.696   99.825   99.825    0.414  1.270  0.111  0.276  6.710  0.150    0.000
  1  1  6    1   31.000    0.000   0.000   0.000   0.000 0.000 173.169 312.367   5.998  4.829   99.951   99.795   99.795    0.545  1.238  0.111  0.285  6.710  0.150    0.000
  1 15  6    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 250.658   6.000  5.189   99.991   99.765   99.765    0.667  1.211  0.111  0.292  6.710  0.150    0.000
  1  1  7    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 154.587   6.000  5.631  100.000   99.713   99.713    0.930  1.171  0.111  0.303  6.710  0.150    0.000
  1 15  7    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169  89.554   6.000  5.818  100.000   99.687   99.687    1.165  1.154  0.111  0.308  6.710  0.150    0.000
  1  1  8    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169  78.193   6.000  5.890  100.000   99.636   99.636    1.334  1.123  0.111  0.317  6.710  0.150    0.000
  1 15  8    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169  64.898   6.000  5.903  100.000   99.595   99.595    1.377  1.102  0.111  0.323  6.710  0.150    0.000
  1  1  9    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169  85.452   6.000  5.922  100.000   99.514   99.514    1.448  1.066  0.111  0.335  6.710  0.150    0.000
  1 15  9    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169  66.845   6.000  5.928   95.000   99.516   99.516    1.446  0.029  0.111  0.343  6.710  0.150    0.000
  1  1 10    1    9.900    0.000   0.000   0.000   0.000 0.000 173.169  71.650   6.000  5.928   86.111   99.593   99.593    1.393  0.081  0.111  0.348  6.710  0.150    0.000
  1 15 10    1   21.600    0.000   0.000   0.000   0.000 0.000 173.169 147.020   6.000  5.928   78.333   99.655   99.655    1.347  0.126  0.111  0.352  6.710  0.150    0.000
  1  1 11    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 265.791   6.000  5.928   68.889   99.718   99.718    1.292  0.179  0.111  0.357  6.710  0.150    0.000
  1 15 11    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 335.830   6.000  5.928   61.111   99.765   99.765    1.246  0.224  0.111  0.359  6.710  0.150    0.000
  1  1 12    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 225.129   6.000  5.928   52.222   99.815   99.815    1.193  0.275  0.111  0.361  6.710  0.150    0.000
  1 15 12    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 224.288   6.000  5.928   50.000   99.827   99.827    1.180  0.288  0.111  0.361  6.710  0.150    0.000
  1  1  1    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 218.762   6.000  5.826  100.000   99.827   99.827    1.180  0.288  0.111  0.361  6.710  0.150    0.000
  1 15  1    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 218.669   6.000  5.826  100.000   99.824   99.824    1.180  0.287  0.111  0.362  6.710  0.150    0.000
  1  1  2    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 212.910   6.000  5.826  100.000   99.823   99.823    1.180  0.287  0.111  0.363  6.710  0.150    0.000
  1 15  2    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 263.928   6.000  5.830  100.000   99.812   99.812    1.187  0.284  0.111  0.366  6.710  0.150    0.000
  1  1  3    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 242.340   6.000  5.831  100.000   99.805   99.805    1.190  0.282  0.111  0.368  6.710  0.150    0.000
  1 15  3    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 230.428   6.000  5.831  100.000   99.802   99.802    1.190  0.282  0.111  0.368  6.710  0.150    0.000
  1  1  4    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 201.989   6.000  5.839  100.000   99.791   99.791    1.207  0.279  0.111  0.371  6.710  0.150    0.000
  1 15  4    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 316.883   6.000  5.846  100.000   99.781   99.781    1.221  0.277  0.111  0.374  6.710  0.150    0.000
  1  1  5    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 403.227   6.000  5.873  100.000   99.756   99.756    1.284  0.272  0.111  0.380  6.710  0.150    0.000
  1 15  5    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 380.523   6.000  5.897  100.000   99.733   99.733    1.356  0.268  0.111  0.385  6.710  0.150    0.000
  1  1  6    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 243.684   6.000  5.933  100.000   99.686   99.686    1.497  0.261  0.111  0.394  6.710  0.150    0.000
  1 15  6    2   16.300    0.000   0.000   0.000   0.000 0.000 173.169 246.330   6.000  5.954  100.000   99.641   99.641    1.622  0.255  0.111  0.402  6.710  0.150    0.000
  1  1  7    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 216.673   6.000  5.975  100.000   99.566   99.566    1.822  0.246  0.111  0.413  6.710  0.150    0.000
  1 15  7    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 147.588   6.000  5.988  100.000   99.501   99.501    2.062  0.240  0.111  0.422  6.710  0.150    0.000
  1  1  8    2    4.100    0.000   0.000   0.000   0.000 0.000 173.169  88.512   6.000  5.995  100.000   99.440   99.440    2.359  0.235  0.111  0.429  6.710  0.150    0.000
  1 15  8    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169  64.639   6.000  5.996  100.000   99.393   99.393    2.458  0.231  0.111  0.434  6.710  0.150    0.000
  1  1  9    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169  64.302   6.000  5.996  100.000   99.340   99.340    2.460  0.227  0.111  0.439  6.710  0.150    0.000
  1 15  9    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169  65.404   6.000  5.996   95.000   99.432   99.432    2.410  0.049  0.111  0.444  6.710  0.150    0.000
