 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      1.737     45.700      0.000
      3.474     45.414      0.000
      5.211     45.115      0.000
      6.948     44.803      0.000
      8.685     44.477      0.000
     10.422     44.138      0.000
     12.159     43.786      0.000
     13.896     43.421      0.000
     15.633     43.042      0.000
     17.370     42.650      0.000
     19.107     42.245      0.000
     20.844     41.827      0.000
     22.581     41.395      0.000
     24.319     40.951      0.000
     26.056     40.493      0.000
     27.793     40.022      0.000
     29.530     39.538      0.000
     31.267     39.048      0.000
     33.004     38.554      0.000
     34.741     38.056      0.000
     36.478     37.554      0.000
     38.215     37.048      0.000
     39.952     36.537      0.000
     41.689     36.023      0.000
     43.426     35.505      0.000
     45.163     34.983      0.000
     46.900     34.457      0.000
     48.637     33.927      0.000
     50.374     33.393      0.000
     52.111     32.855      0.000
     53.848     32.313      0.000
     55.585     31.767      0.000
     57.322     31.217      0.000
     59.059     30.665      0.000
     60.796     30.116      0.000
     62.533     29.572      0.000
     64.270     29.033      0.000
     66.007     28.498      0.000
     67.744     27.967      0.000
     69.481     27.441      0.000
     71.219     26.919      0.000
     72.956     26.401      0.000
     74.693     25.888      0.000
     76.430     25.379      0.000
     78.167     24.874      0.000
     79.904     24.374      0.000
     81.641     23.878      0.000
     83.378     23.387      0.000
     85.115     22.900      0.000
     86.852     22.418      0.000
     88.589     21.936      0.000
     90.326     21.451      0.000
     92.063     20.962      0.000
     93.800     20.471      0.000
     95.537     19.977      0.000
     97.274     19.479      0.000
     99.011     18.979      0.000
    100.748     18.475      0.000
    102.485     17.969      0.000
    104.222     17.459      0.000
    105.959     16.946      0.000
    107.696     16.430      0.000
    109.433     15.911      0.000
    111.170     15.388      0.000
    112.907     14.863      0.000
    114.644     14.335      0.000
    116.381     13.804      0.000
    118.119     13.279      0.000
    119.856     12.764      0.000
    121.593     12.257      0.000
    123.330     11.759      0.000
    125.067     11.271      0.000
    126.804     10.791      0.000
    128.541     10.320      0.000
    130.278      9.859      0.000
    132.015      9.406      0.000
    133.752      8.962      0.000
    135.489      8.527      0.000
    137.226      8.102      0.000
    138.963      7.685      0.000
    140.700      7.277      0.000
    142.437      6.878      0.000
    144.174      6.488      0.000
    145.911      6.105      0.000
    147.648      5.723      0.000
    149.385      5.341      0.000
    151.122      4.959      0.000
    152.859      4.577      0.000
    154.596      4.195      0.000
    156.333      3.813      0.000
    158.070      3.431      0.000
    159.807      3.050      0.000
    161.544      2.668      0.000
    163.281      2.287      0.000
    165.019      1.905      0.000
    166.756      1.524      0.000
    168.493      1.143      0.000
    170.230      0.762      0.000
    171.967      0.381      0.000
    173.704      0.000      0.000
