 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      2.456     57.569      0.000
      4.913     56.734      0.000
      7.369     55.919      0.000
      9.826     55.126      0.000
     12.282     54.355      0.000
     14.739     53.605      0.000
     17.195     52.876      0.000
     19.652     52.169      0.000
     22.108     51.483      0.000
     24.565     50.818      0.000
     27.021     50.175      0.000
     29.478     49.548      0.000
     31.934     48.927      0.000
     34.390     48.312      0.000
     36.847     47.704      0.000
     39.303     47.102      0.000
     41.760     46.507      0.000
     44.216     45.918      0.000
     46.673     45.335      0.000
     49.129     44.759      0.000
     51.586     44.190      0.000
     54.042     43.626      0.000
     56.499     43.068      0.000
     58.955     42.512      0.000
     61.411     41.958      0.000
     63.868     41.406      0.000
     66.324     40.855      0.000
     68.781     40.306      0.000
     71.237     39.760      0.000
     73.694     39.215      0.000
     76.150     38.672      0.000
     78.607     38.130      0.000
     81.063     37.591      0.000
     83.520     37.053      0.000
     85.976     36.514      0.000
     88.433     35.975      0.000
     90.889     35.434      0.000
     93.345     34.893      0.000
     95.802     34.351      0.000
     98.258     33.808      0.000
    100.715     33.264      0.000
    103.171     32.719      0.000
    105.628     32.173      0.000
    108.084     31.627      0.000
    110.541     31.079      0.000
    112.997     30.531      0.000
    115.454     29.981      0.000
    117.910     29.430      0.000
    120.366     28.878      0.000
    122.823     28.325      0.000
    125.279     27.771      0.000
    127.736     27.215      0.000
    130.192     26.658      0.000
    132.649     26.101      0.000
    135.105     25.542      0.000
    137.562     24.981      0.000
    140.018     24.419      0.000
    142.475     23.854      0.000
    144.931     23.286      0.000
    147.388     22.717      0.000
    149.844     22.144      0.000
    152.300     21.569      0.000
    154.757     20.992      0.000
    157.213     20.413      0.000
    159.670     19.831      0.000
    162.126     19.246      0.000
    164.583     18.659      0.000
    167.039     18.070      0.000
    169.496     17.479      0.000
    171.952     16.886      0.000
    174.409     16.291      0.000
    176.865     15.695      0.000
    179.322     15.096      0.000
    181.778     14.496      0.000
    184.234     13.893      0.000
    186.691     13.289      0.000
    189.147     12.682      0.000
    191.604     12.074      0.000
    194.060     11.470      0.000
    196.517     10.873      0.000
    198.973     10.282      0.000
    201.430      9.698      0.000
    203.886      9.121      0.000
    206.343      8.550      0.000
    208.799      7.986      0.000
    211.255      7.429      0.000
    213.712      6.878      0.000
    216.168      6.334      0.000
    218.625      5.796      0.000
    221.081      5.262      0.000
    223.538      4.730      0.000
    225.994      4.199      0.000
    228.451      3.669      0.000
    230.907      3.140      0.000
    233.364      2.613      0.000
    235.820      2.088      0.000
    238.277      1.564      0.000
    240.733      1.041      0.000
    243.189      0.520      0.000
    245.646      0.000      0.000
