 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      1.802     40.089      0.000
      3.605     39.621      0.000
      5.407     39.149      0.000
      7.209     38.673      0.000
      9.012     38.194      0.000
     10.814     37.711      0.000
     12.616     37.225      0.000
     14.418     36.735      0.000
     16.221     36.241      0.000
     18.023     35.744      0.000
     19.825     35.244      0.000
     21.628     34.740      0.000
     23.430     34.235      0.000
     25.232     33.728      0.000
     27.035     33.220      0.000
     28.837     32.710      0.000
     30.639     32.198      0.000
     32.442     31.684      0.000
     34.244     31.169      0.000
     36.046     30.653      0.000
     37.848     30.134      0.000
     39.651     29.614      0.000
     41.453     29.095      0.000
     43.255     28.582      0.000
     45.058     28.076      0.000
     46.860     27.576      0.000
     48.662     27.083      0.000
     50.465     26.596      0.000
     52.267     26.116      0.000
     54.069     25.642      0.000
     55.872     25.175      0.000
     57.674     24.714      0.000
     59.476     24.260      0.000
     61.278     23.811      0.000
     63.081     23.363      0.000
     64.883     22.916      0.000
     66.685     22.469      0.000
     68.488     22.022      0.000
     70.290     21.576      0.000
     72.092     21.131      0.000
     73.895     20.686      0.000
     75.697     20.242      0.000
     77.499     19.798      0.000
     79.301     19.354      0.000
     81.104     18.911      0.000
     82.906     18.467      0.000
     84.708     18.020      0.000
     86.511     17.571      0.000
     88.313     17.120      0.000
     90.115     16.667      0.000
     91.918     16.212      0.000
     93.720     15.754      0.000
     95.522     15.295      0.000
     97.325     14.834      0.000
     99.127     14.371      0.000
    100.929     13.907      0.000
    102.731     13.447      0.000
    104.534     12.993      0.000
    106.336     12.544      0.000
    108.138     12.102      0.000
    109.941     11.665      0.000
    111.743     11.234      0.000
    113.545     10.809      0.000
    115.348     10.389      0.000
    117.150      9.976      0.000
    118.952      9.568      0.000
    120.755      9.166      0.000
    122.557      8.773      0.000
    124.359      8.390      0.000
    126.161      8.016      0.000
    127.964      7.651      0.000
    129.766      7.297      0.000
    131.568      6.951      0.000
    133.371      6.616      0.000
    135.173      6.290      0.000
    136.975      5.973      0.000
    138.778      5.666      0.000
    140.580      5.369      0.000
    142.382      5.078      0.000
    144.185      4.793      0.000
    145.987      4.515      0.000
    147.789      4.241      0.000
    149.591      3.974      0.000
    151.394      3.712      0.000
    153.196      3.456      0.000
    154.998      3.206      0.000
    156.801      2.962      0.000
    158.603      2.724      0.000
    160.405      2.491      0.000
    162.208      2.261      0.000
    164.010      2.031      0.000
    165.812      1.803      0.000
    167.615      1.575      0.000
    169.417      1.348      0.000
    171.219      1.121      0.000
    173.021      0.896      0.000
    174.824      0.671      0.000
    176.626      0.446      0.000
    178.428      0.223      0.000
    180.231      0.000      0.000
