 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      1.913     56.450      0.000
      3.825     56.088      0.000
      5.738     55.723      0.000
      7.651     55.358      0.000
      9.563     54.990      0.000
     11.476     54.622      0.000
     13.389     54.252      0.000
     15.301     53.880      0.000
     17.214     53.506      0.000
     19.127     53.127      0.000
     21.039     52.742      0.000
     22.952     52.351      0.000
     24.864     51.955      0.000
     26.777     51.552      0.000
     28.690     51.145      0.000
     30.602     50.731      0.000
     32.515     50.312      0.000
     34.428     49.886      0.000
     36.340     49.453      0.000
     38.253     49.012      0.000
     40.166     48.565      0.000
     42.078     48.110      0.000
     43.991     47.649      0.000
     45.904     47.180      0.000
     47.816     46.705      0.000
     49.729     46.222      0.000
     51.642     45.733      0.000
     53.554     45.238      0.000
     55.467     44.736      0.000
     57.380     44.228      0.000
     59.292     43.713      0.000
     61.205     43.192      0.000
     63.118     42.665      0.000
     65.030     42.131      0.000
     66.943     41.592      0.000
     68.855     41.046      0.000
     70.768     40.494      0.000
     72.681     39.937      0.000
     74.593     39.373      0.000
     76.506     38.804      0.000
     78.419     38.228      0.000
     80.331     37.647      0.000
     82.244     37.060      0.000
     84.157     36.466      0.000
     86.069     35.867      0.000
     87.982     35.262      0.000
     89.895     34.652      0.000
     91.807     34.035      0.000
     93.720     33.413      0.000
     95.633     32.784      0.000
     97.545     32.151      0.000
     99.458     31.512      0.000
    101.371     30.869      0.000
    103.283     30.222      0.000
    105.196     29.569      0.000
    107.109     28.912      0.000
    109.021     28.250      0.000
    110.934     27.584      0.000
    112.846     26.913      0.000
    114.759     26.238      0.000
    116.672     25.560      0.000
    118.584     24.879      0.000
    120.497     24.193      0.000
    122.410     23.505      0.000
    124.322     22.812      0.000
    126.235     22.117      0.000
    128.148     21.417      0.000
    130.060     20.710      0.000
    131.973     19.993      0.000
    133.886     19.268      0.000
    135.798     18.534      0.000
    137.711     17.791      0.000
    139.624     17.040      0.000
    141.536     16.279      0.000
    143.449     15.510      0.000
    145.362     14.736      0.000
    147.274     13.963      0.000
    149.187     13.191      0.000
    151.100     12.420      0.000
    153.012     11.650      0.000
    154.925     10.881      0.000
    156.837     10.112      0.000
    158.750      9.344      0.000
    160.663      8.585      0.000
    162.575      7.857      0.000
    164.488      7.164      0.000
    166.401      6.505      0.000
    168.313      5.881      0.000
    170.226      5.290      0.000
    172.139      4.733      0.000
    174.051      4.211      0.000
    175.964      3.721      0.000
    177.877      3.241      0.000
    179.789      2.766      0.000
    181.702      2.295      0.000
    183.615      1.828      0.000
    185.527      1.365      0.000
    187.440      0.906      0.000
    189.353      0.451      0.000
    191.265      0.000      0.000
