 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      2.251     67.013      0.000
      4.502     66.562      0.000
      6.753     66.069      0.000
      9.004     65.534      0.000
     11.254     64.956      0.000
     13.505     64.336      0.000
     15.756     63.674      0.000
     18.007     62.979      0.000
     20.258     62.268      0.000
     22.509     61.541      0.000
     24.760     60.799      0.000
     27.011     60.041      0.000
     29.262     59.267      0.000
     31.513     58.477      0.000
     33.763     57.679      0.000
     36.014     56.893      0.000
     38.265     56.119      0.000
     40.516     55.358      0.000
     42.767     54.609      0.000
     45.018     53.873      0.000
     47.269     53.151      0.000
     49.520     52.438      0.000
     51.771     51.724      0.000
     54.021     51.008      0.000
     56.272     50.290      0.000
     58.523     49.569      0.000
     60.774     48.845      0.000
     63.025     48.119      0.000
     65.276     47.391      0.000
     67.527     46.663      0.000
     69.778     45.936      0.000
     72.029     45.209      0.000
     74.280     44.482      0.000
     76.530     43.755      0.000
     78.781     43.030      0.000
     81.032     42.304      0.000
     83.283     41.582      0.000
     85.534     40.864      0.000
     87.785     40.150      0.000
     90.036     39.440      0.000
     92.287     38.734      0.000
     94.538     38.033      0.000
     96.789     37.335      0.000
     99.039     36.644      0.000
    101.290     35.961      0.000
    103.541     35.287      0.000
    105.792     34.621      0.000
    108.043     33.963      0.000
    110.294     33.313      0.000
    112.545     32.672      0.000
    114.796     32.032      0.000
    117.047     31.387      0.000
    119.297     30.737      0.000
    121.548     30.081      0.000
    123.799     29.421      0.000
    126.050     28.755      0.000
    128.301     28.085      0.000
    130.552     27.408      0.000
    132.803     26.722      0.000
    135.054     26.028      0.000
    137.305     25.325      0.000
    139.556     24.613      0.000
    141.806     23.893      0.000
    144.057     23.163      0.000
    146.308     22.426      0.000
    148.559     21.682      0.000
    150.810     20.932      0.000
    153.061     20.174      0.000
    155.312     19.411      0.000
    157.563     18.640      0.000
    159.814     17.864      0.000
    162.064     17.082      0.000
    164.315     16.307      0.000
    166.566     15.539      0.000
    168.817     14.777      0.000
    171.068     14.023      0.000
    173.319     13.276      0.000
    175.570     12.536      0.000
    177.821     11.803      0.000
    180.072     11.085      0.000
    182.323     10.382      0.000
    184.573      9.695      0.000
    186.824      9.023      0.000
    189.075      8.367      0.000
    191.326      7.726      0.000
    193.577      7.101      0.000
    195.828      6.494      0.000
    198.079      5.908      0.000
    200.330      5.341      0.000
    202.581      4.795      0.000
    204.831      4.268      0.000
    207.082      3.761      0.000
    209.333      3.274      0.000
    211.584      2.796      0.000
    213.835      2.322      0.000
    216.086      1.851      0.000
    218.337      1.383      0.000
    220.588      0.919      0.000
    222.839      0.458      0.000
    225.090      0.000      0.000
