 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      0.703     21.965      0.000
      1.406     21.720      0.000
      2.109     21.475      0.000
      2.812     21.232      0.000
      3.515     20.989      0.000
      4.218     20.747      0.000
      4.921     20.506      0.000
      5.624     20.265      0.000
      6.326     20.025      0.000
      7.029     19.786      0.000
      7.732     19.548      0.000
      8.435     19.310      0.000
      9.138     19.073      0.000
      9.841     18.837      0.000
     10.544     18.602      0.000
     11.247     18.367      0.000
     11.950     18.133      0.000
     12.653     17.899      0.000
     13.356     17.667      0.000
     14.059     17.435      0.000
     14.762     17.204      0.000
     15.465     16.973      0.000
     16.168     16.744      0.000
     16.871     16.515      0.000
     17.574     16.287      0.000
     18.277     16.058      0.000
     18.979     15.829      0.000
     19.682     15.599      0.000
     20.385     15.368      0.000
     21.088     15.135      0.000
     21.791     14.902      0.000
     22.494     14.668      0.000
     23.197     14.434      0.000
     23.900     14.198      0.000
     24.603     13.961      0.000
     25.306     13.723      0.000
     26.009     13.484      0.000
     26.712     13.245      0.000
     27.415     13.004      0.000
     28.118     12.763      0.000
     28.821     12.520      0.000
     29.524     12.277      0.000
     30.227     12.033      0.000
     30.930     11.787      0.000
     31.632     11.541      0.000
     32.335     11.294      0.000
     33.038     11.046      0.000
     33.741     10.797      0.000
     34.444     10.547      0.000
     35.147     10.296      0.000
     35.850     10.046      0.000
     36.553      9.797      0.000
     37.256      9.552      0.000
     37.959      9.308      0.000
     38.662      9.066      0.000
     39.365      8.827      0.000
     40.068      8.589      0.000
     40.771      8.354      0.000
     41.474      8.121      0.000
     42.177      7.891      0.000
     42.880      7.662      0.000
     43.583      7.436      0.000
     44.285      7.211      0.000
     44.988      6.989      0.000
     45.691      6.769      0.000
     46.394      6.552      0.000
     47.097      6.336      0.000
     47.800      6.123      0.000
     48.503      5.912      0.000
     49.206      5.703      0.000
     49.909      5.496      0.000
     50.612      5.291      0.000
     51.315      5.088      0.000
     52.018      4.888      0.000
     52.721      4.690      0.000
     53.424      4.493      0.000
     54.127      4.297      0.000
     54.830      4.102      0.000
     55.533      3.908      0.000
     56.235      3.714      0.000
     56.938      3.521      0.000
     57.641      3.329      0.000
     58.344      3.138      0.000
     59.047      2.947      0.000
     59.750      2.757      0.000
     60.453      2.568      0.000
     61.156      2.380      0.000
     61.859      2.192      0.000
     62.562      2.005      0.000
     63.265      1.819      0.000
     63.968      1.634      0.000
     64.671      1.449      0.000
     65.374      1.265      0.000
     66.077      1.082      0.000
     66.780      0.900      0.000
     67.483      0.718      0.000
     68.186      0.538      0.000
     68.888      0.358      0.000
     69.591      0.178      0.000
     70.294      0.000      0.000
