 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      3.454     50.523      0.000
      6.908     50.003      0.000
     10.361     49.473      0.000
     13.815     48.934      0.000
     17.269     48.386      0.000
     20.723     47.829      0.000
     24.176     47.262      0.000
     27.630     46.696      0.000
     31.084     46.146      0.000
     34.538     45.611      0.000
     37.991     45.093      0.000
     41.445     44.591      0.000
     44.899     44.105      0.000
     48.353     43.636      0.000
     51.807     43.181      0.000
     55.260     42.737      0.000
     58.714     42.303      0.000
     62.168     41.881      0.000
     65.622     41.469      0.000
     69.075     41.067      0.000
     72.529     40.677      0.000
     75.983     40.295      0.000
     79.437     39.911      0.000
     82.890     39.523      0.000
     86.344     39.133      0.000
     89.798     38.740      0.000
     93.252     38.343      0.000
     96.706     37.943      0.000
    100.159     37.539      0.000
    103.613     37.119      0.000
    107.067     36.681      0.000
    110.521     36.226      0.000
    113.974     35.753      0.000
    117.428     35.262      0.000
    120.882     34.754      0.000
    124.336     34.228      0.000
    127.789     33.696      0.000
    131.243     33.160      0.000
    134.697     32.622      0.000
    138.151     32.080      0.000
    141.605     31.536      0.000
    145.058     30.988      0.000
    148.512     30.437      0.000
    151.966     29.883      0.000
    155.420     29.324      0.000
    158.873     28.763      0.000
    162.327     28.197      0.000
    165.781     27.628      0.000
    169.235     27.055      0.000
    172.688     26.478      0.000
    176.142     25.904      0.000
    179.596     25.338      0.000
    183.050     24.782      0.000
    186.504     24.234      0.000
    189.957     23.695      0.000
    193.411     23.165      0.000
    196.865     22.644      0.000
    200.319     22.127      0.000
    203.772     21.608      0.000
    207.226     21.086      0.000
    210.680     20.561      0.000
    214.134     20.034      0.000
    217.587     19.503      0.000
    221.041     18.970      0.000
    224.495     18.435      0.000
    227.949     17.903      0.000
    231.403     17.374      0.000
    234.856     16.847      0.000
    238.310     16.323      0.000
    241.764     15.802      0.000
    245.218     15.283      0.000
    248.671     14.767      0.000
    252.125     14.253      0.000
    255.579     13.741      0.000
    259.033     13.231      0.000
    262.486     12.722      0.000
    265.940     12.216      0.000
    269.394     11.711      0.000
    272.848     11.208      0.000
    276.302     10.700      0.000
    279.755     10.187      0.000
    283.209      9.668      0.000
    286.663      9.144      0.000
    290.117      8.614      0.000
    293.570      8.078      0.000
    297.024      7.538      0.000
    300.478      6.996      0.000
    303.932      6.455      0.000
    307.385      5.915      0.000
    310.839      5.375      0.000
    314.293      4.837      0.000
    317.747      4.298      0.000
    321.201      3.761      0.000
    324.654      3.224      0.000
    328.108      2.686      0.000
    331.562      2.149      0.000
    335.016      1.612      0.000
    338.469      1.075      0.000
    341.923      0.537      0.000
    345.377      0.000      0.000
