 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      2.215     53.995      0.000
      4.431     53.594      0.000
      6.646     53.181      0.000
      8.862     52.755      0.000
     11.077     52.316      0.000
     13.292     51.865      0.000
     15.508     51.401      0.000
     17.723     50.924      0.000
     19.938     50.435      0.000
     22.154     49.933      0.000
     24.369     49.423      0.000
     26.585     48.911      0.000
     28.800     48.397      0.000
     31.015     47.879      0.000
     33.231     47.360      0.000
     35.446     46.838      0.000
     37.662     46.314      0.000
     39.877     45.787      0.000
     42.092     45.257      0.000
     44.308     44.726      0.000
     46.523     44.190      0.000
     48.738     43.648      0.000
     50.954     43.101      0.000
     53.169     42.549      0.000
     55.385     41.990      0.000
     57.600     41.427      0.000
     59.815     40.857      0.000
     62.031     40.282      0.000
     64.246     39.701      0.000
     66.462     39.115      0.000
     68.677     38.520      0.000
     70.892     37.915      0.000
     73.108     37.298      0.000
     75.323     36.669      0.000
     77.538     36.030      0.000
     79.754     35.379      0.000
     81.969     34.718      0.000
     84.185     34.045      0.000
     86.400     33.360      0.000
     88.615     32.665      0.000
     90.831     31.968      0.000
     93.046     31.279      0.000
     95.262     30.598      0.000
     97.477     29.925      0.000
     99.692     29.260      0.000
    101.908     28.603      0.000
    104.123     27.955      0.000
    106.338     27.314      0.000
    108.554     26.681      0.000
    110.769     26.056      0.000
    112.985     25.437      0.000
    115.200     24.822      0.000
    117.415     24.211      0.000
    119.631     23.604      0.000
    121.846     23.001      0.000
    124.062     22.402      0.000
    126.277     21.807      0.000
    128.492     21.215      0.000
    130.708     20.628      0.000
    132.923     20.045      0.000
    135.138     19.465      0.000
    137.354     18.888      0.000
    139.569     18.313      0.000
    141.785     17.741      0.000
    144.000     17.171      0.000
    146.215     16.604      0.000
    148.431     16.040      0.000
    150.646     15.478      0.000
    152.862     14.919      0.000
    155.077     14.362      0.000
    157.292     13.809      0.000
    159.508     13.260      0.000
    161.723     12.716      0.000
    163.938     12.175      0.000
    166.154     11.639      0.000
    168.369     11.108      0.000
    170.585     10.580      0.000
    172.800     10.057      0.000
    175.015      9.538      0.000
    177.231      9.024      0.000
    179.446      8.515      0.000
    181.662      8.015      0.000
    183.877      7.522      0.000
    186.092      7.037      0.000
    188.308      6.560      0.000
    190.523      6.091      0.000
    192.738      5.630      0.000
    194.954      5.177      0.000
    197.169      4.732      0.000
    199.385      4.294      0.000
    201.600      3.861      0.000
    203.815      3.429      0.000
    206.031      2.997      0.000
    208.246      2.567      0.000
    210.462      2.137      0.000
    212.677      1.708      0.000
    214.892      1.280      0.000
    217.108      0.852      0.000
    219.323      0.426      0.000
    221.538      0.000      0.000
