 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      0.340     10.828      0.000
      0.680     10.719      0.000
      1.019     10.611      0.000
      1.359     10.502      0.000
      1.699     10.393      0.000
      2.039     10.283      0.000
      2.379     10.174      0.000
      2.718     10.064      0.000
      3.058      9.954      0.000
      3.398      9.844      0.000
      3.738      9.734      0.000
      4.078      9.623      0.000
      4.418      9.512      0.000
      4.757      9.401      0.000
      5.097      9.290      0.000
      5.437      9.178      0.000
      5.777      9.067      0.000
      6.117      8.955      0.000
      6.456      8.843      0.000
      6.796      8.730      0.000
      7.136      8.618      0.000
      7.476      8.505      0.000
      7.816      8.392      0.000
      8.155      8.279      0.000
      8.495      8.165      0.000
      8.835      8.052      0.000
      9.175      7.938      0.000
      9.515      7.824      0.000
      9.855      7.709      0.000
     10.194      7.595      0.000
     10.534      7.480      0.000
     10.874      7.365      0.000
     11.214      7.250      0.000
     11.554      7.135      0.000
     11.893      7.020      0.000
     12.233      6.905      0.000
     12.573      6.791      0.000
     12.913      6.676      0.000
     13.253      6.562      0.000
     13.592      6.449      0.000
     13.932      6.335      0.000
     14.272      6.222      0.000
     14.612      6.109      0.000
     14.952      5.996      0.000
     15.292      5.884      0.000
     15.631      5.771      0.000
     15.971      5.659      0.000
     16.311      5.548      0.000
     16.651      5.436      0.000
     16.991      5.325      0.000
     17.330      5.214      0.000
     17.670      5.103      0.000
     18.010      4.993      0.000
     18.350      4.883      0.000
     18.690      4.773      0.000
     19.029      4.663      0.000
     19.369      4.554      0.000
     19.709      4.445      0.000
     20.049      4.336      0.000
     20.389      4.227      0.000
     20.728      4.119      0.000
     21.068      4.011      0.000
     21.408      3.903      0.000
     21.748      3.795      0.000
     22.088      3.688      0.000
     22.428      3.581      0.000
     22.767      3.474      0.000
     23.107      3.367      0.000
     23.447      3.261      0.000
     23.787      3.154      0.000
     24.127      3.048      0.000
     24.466      2.941      0.000
     24.806      2.835      0.000
     25.146      2.729      0.000
     25.486      2.623      0.000
     25.826      2.517      0.000
     26.165      2.411      0.000
     26.505      2.305      0.000
     26.845      2.199      0.000
     27.185      2.094      0.000
     27.525      1.988      0.000
     27.865      1.883      0.000
     28.204      1.777      0.000
     28.544      1.672      0.000
     28.884      1.567      0.000
     29.224      1.462      0.000
     29.564      1.357      0.000
     29.903      1.252      0.000
     30.243      1.147      0.000
     30.583      1.042      0.000
     30.923      0.938      0.000
     31.263      0.833      0.000
     31.602      0.729      0.000
     31.942      0.624      0.000
     32.282      0.520      0.000
     32.622      0.416      0.000
     32.962      0.312      0.000
     33.302      0.208      0.000
     33.641      0.104      0.000
     33.981      0.000      0.000
