 OFE DD MM YYYY  Precip   Runoff   EffInt PeakRO  EffDur Enrich    Keff   Sm  LeafArea  CanHgt  Cancov IntCov  RilCov  LivBio DeadBio  Ki    Kr     Tcrit RilWid   SedLeave
 na  na na  na     mm       mm     mm/h    mm/h      h    Ratio    mm/h   mm    Index    m       %       %       %     Kg/m^2  Kg/m^2  na    na      na     m       kg/m
  1  1  1    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 372.061   5.089  2.337   90.000   99.900   99.900    0.164  1.381  0.111  0.249  6.710  0.150    0.000
  1 15  1    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 235.826   5.092  2.339   90.022   99.897   99.897    0.165  1.376  0.111  0.250  6.710  0.150    0.000
  1  1  2    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 211.231   5.092  2.339   90.022   99.896   99.896    0.165  1.374  0.111  0.250  6.710  0.150    0.000
  1 15  2    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 232.868   5.092  2.339   90.022   99.895   99.895    0.165  1.372  0.111  0.105  6.710  0.150    0.000
  1  1  3    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 212.794   5.123  2.362   90.314   99.892   99.892    0.167  1.366  0.111  0.252  6.710  0.150    0.000
  1 15  3    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 218.306   5.175  2.401   90.798   99.888   99.888    0.170  1.358  0.111  0.254  6.710  0.150    0.000
  1  1  4    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 336.104   5.555  2.774   94.471   99.876   99.876    0.207  1.339  0.111  0.259  6.710  0.150    0.000
  1 15  4    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 467.648   5.870  3.403   97.992   99.860   99.860    0.279  1.314  0.111  0.265  6.710  0.150    0.000
  1  1  5    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 298.913   5.952  3.833   99.137   99.844   99.844    0.340  1.292  0.111  0.271  6.710  0.150    0.000
  1 15  5    1    4.800    0.000   0.000   0.000   0.000 0.000 173.169 228.626   5.987  4.300   99.722   99.824   99.824    0.420  1.268  0.111  0.277  6.710  0.150    0.000
  1  1  6    1   31.000    0.000   0.000   0.000   0.000 0.000 173.169 311.508   5.998  4.865   99.958   99.792   99.792    0.555  1.235  0.111  0.285  6.710  0.150    0.000
  1 15  6    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 251.610   6.000  5.219   99.993   99.761   99.761    0.680  1.207  0.111  0.293  6.710  0.150    0.000
  1  1  7    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 154.286   6.000  5.645  100.000   99.709   99.709    0.943  1.168  0.111  0.304  6.710  0.150    0.000
  1 15  7    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169  89.225   6.000  5.825  100.000   99.682   99.682    1.179  1.150  0.111  0.309  6.710  0.150    0.000
  1  1  8    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169  78.164   6.000  5.894  100.000   99.630   99.630    1.346  1.120  0.111  0.318  6.710  0.150    0.000
  1 15  8    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169  64.882   6.000  5.907  100.000   99.590   99.590    1.388  1.099  0.111  0.324  6.710  0.150    0.000
