 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      1.490     49.443      0.000
      2.981     49.144      0.000
      4.471     48.813      0.000
      5.961     48.451      0.000
      7.452     48.056      0.000
      8.942     47.629      0.000
     10.433     47.177      0.000
     11.923     46.715      0.000
     13.413     46.244      0.000
     14.904     45.764      0.000
     16.394     45.276      0.000
     17.884     44.779      0.000
     19.375     44.273      0.000
     20.865     43.764      0.000
     22.356     43.251      0.000
     23.846     42.735      0.000
     25.336     42.216      0.000
     26.827     41.694      0.000
     28.317     41.168      0.000
     29.807     40.635      0.000
     31.298     40.092      0.000
     32.788     39.540      0.000
     34.279     38.979      0.000
     35.769     38.409      0.000
     37.259     37.830      0.000
     38.750     37.253      0.000
     40.240     36.693      0.000
     41.730     36.147      0.000
     43.221     35.617      0.000
     44.711     35.102      0.000
     46.202     34.603      0.000
     47.692     34.114      0.000
     49.182     33.623      0.000
     50.673     33.129      0.000
     52.163     32.631      0.000
     53.653     32.131      0.000
     55.144     31.627      0.000
     56.634     31.120      0.000
     58.124     30.599      0.000
     59.615     30.065      0.000
     61.105     29.517      0.000
     62.596     28.954      0.000
     64.086     28.378      0.000
     65.576     27.788      0.000
     67.067     27.197      0.000
     68.557     26.608      0.000
     70.047     26.023      0.000
     71.538     25.440      0.000
     73.028     24.861      0.000
     74.519     24.284      0.000
     76.009     23.712      0.000
     77.499     23.144      0.000
     78.990     22.582      0.000
     80.480     22.024      0.000
     81.970     21.472      0.000
     83.461     20.925      0.000
     84.951     20.382      0.000
     86.442     19.841      0.000
     87.932     19.304      0.000
     89.422     18.769      0.000
     90.913     18.236      0.000
     92.403     17.706      0.000
     93.893     17.179      0.000
     95.384     16.655      0.000
     96.874     16.134      0.000
     98.364     15.616      0.000
     99.855     15.102      0.000
    101.345     14.591      0.000
    102.836     14.082      0.000
    104.326     13.577      0.000
    105.816     13.076      0.000
    107.307     12.578      0.000
    108.797     12.083      0.000
    110.287     11.591      0.000
    111.778     11.103      0.000
    113.268     10.618      0.000
    114.759     10.136      0.000
    116.249      9.656      0.000
    117.739      9.179      0.000
    119.230      8.704      0.000
    120.720      8.232      0.000
    122.210      7.762      0.000
    123.701      7.290      0.000
    125.191      6.817      0.000
    126.682      6.344      0.000
    128.172      5.869      0.000
    129.662      5.392      0.000
    131.153      4.917      0.000
    132.643      4.453      0.000
    134.133      4.003      0.000
    135.624      3.566      0.000
    137.114      3.143      0.000
    138.605      2.734      0.000
    140.095      2.337      0.000
    141.585      1.946      0.000
    143.076      1.555      0.000
    144.566      1.165      0.000
    146.056      0.775      0.000
    147.547      0.387      0.000
    149.037      0.000      0.000
