 OFE DD MM YYYY  Precip   Runoff   EffInt PeakRO  EffDur Enrich    Keff   Sm  LeafArea  CanHgt  Cancov IntCov  RilCov  LivBio DeadBio  Ki    Kr     Tcrit RilWid   SedLeave
 na  na na  na     mm       mm     mm/h    mm/h      h    Ratio    mm/h   mm    Index    m       %       %       %     Kg/m^2  Kg/m^2  na    na      na     m       kg/m
  1  1  1    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 411.003   5.089  2.337   90.000   99.900   99.900    0.164  1.381  0.111  0.272  6.710  0.150    0.000
  1 15  1    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 309.882   5.091  2.338   90.017   99.898   99.898    0.165  1.377  0.111  0.273  6.710  0.150    0.000
  1  1  2    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 275.340   5.091  2.338   90.017   99.897   99.897    0.165  1.376  0.111  0.273  6.710  0.150    0.000
  1 15  2    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 267.287   5.091  2.338   90.017   99.896   99.896    0.165  1.374  0.111  0.105  6.710  0.150    0.000
  1  1  3    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 250.550   5.121  2.360   90.293   99.893   99.893    0.167  1.368  0.111  0.275  6.710  0.150    0.000
  1 15  3    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 266.616   5.152  2.384   90.584   99.890   99.890    0.169  1.362  0.111  0.277  6.710  0.150    0.000
  1  1  4    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 284.335   5.505  2.712   93.962   99.879   99.879    0.201  1.344  0.111  0.281  6.710  0.150    0.000
  1 15  4    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 482.934   5.824  3.259   97.415   99.865   99.865    0.261  1.322  0.111  0.287  6.710  0.150    0.000
  1 23  4    1   11.900    0.516   0.000   0.131   3.945 1.001 173.169 575.159   5.917  3.603   98.619   99.855   99.855    0.306  1.308  0.111  0.291  6.710  0.150    0.000
  1  1  5    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 525.303   5.926  3.652   98.745   99.852   99.852    0.313  1.303  0.111  0.293  6.710  0.150    0.000
  1 15  5    1    5.800    0.000   0.000   0.000   0.000 0.000 173.169 317.553   5.976  4.088   99.519   99.835   99.835    0.381  1.281  0.111  0.299  6.710  0.150    0.000
  1  1  6    1   32.000    0.000   0.000   0.000   0.000 0.000 173.169 381.134   5.996  4.643   99.903   99.809   99.809    0.495  1.252  0.111  0.307  6.710  0.150    0.000
  1 15  6    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 320.114   5.999  5.012   99.978   99.784   99.784    0.601  1.227  0.111  0.314  6.710  0.150    0.000
  1  1  7    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 204.070   6.000  5.540   99.999   99.737   99.737    0.856  1.188  0.111  0.326  6.710  0.150    0.000
  1 15  7    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 122.647   6.000  5.770  100.000   99.710   99.710    1.088  1.168  0.111  0.332  6.710  0.150    0.000
  1  1  8    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 103.503   6.000  5.859  100.000   99.657   99.657    1.251  1.135  0.111  0.343  6.710  0.150    0.000
  1 15  8    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169  91.182   6.000  5.873  100.000   99.616   99.616    1.285  1.113  0.111  0.350  6.710  0.150    0.000
  1  1  9    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 109.225   6.000  5.896  100.000   99.540   99.540    1.350  1.076  0.111  0.362  6.710  0.150    0.000
  1 15  9    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169  91.939   6.000  5.903   95.000   99.537   99.537    1.348  0.027  0.111  0.371  6.710  0.150    0.000
  1  1 10    1   10.700    0.000   0.000   0.000   0.000 0.000 173.169  98.741   6.000  5.903   86.111   99.599   99.599    1.299  0.075  0.111  0.378  6.710  0.150    0.000
  1 15 10    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 176.310   6.000  5.903   78.333   99.659   99.659    1.256  0.117  0.111  0.105  6.710  0.150    0.000
  1  1 11    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 276.953   6.000  5.903   68.889   99.718   99.718    1.205  0.168  0.111  0.385  6.710  0.150    0.000
  1 15 11    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 404.842   6.000  5.903   61.111   99.762   99.762    1.162  0.209  0.111  0.388  6.710  0.150    0.000
  1  1 12    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 293.875   6.000  5.903   52.222   99.810   99.810    1.113  0.257  0.111  0.389  6.710  0.150    0.000
  1 15 12    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 283.078   6.000  5.903   50.000   99.822   99.822    1.101  0.269  0.111  0.390  6.710  0.150    0.000
  1  1  1    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 277.756   6.000  5.779  100.000   99.822   99.822    1.101  0.269  0.111  0.390  6.710  0.150    0.000
  1 15  1    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 277.531   6.000  5.779  100.000   99.820   99.820    1.101  0.268  0.111  0.391  6.710  0.150    0.000
  1  1  2    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 270.564   6.000  5.779  100.000   99.818   99.818    1.101  0.268  0.111  0.391  6.710  0.150    0.000
  1 15  2    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 250.191   6.000  5.783  100.000   99.808   99.808    1.107  0.266  0.111  0.394  6.710  0.150    0.000
  1  1  3    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 231.383   6.000  5.785  100.000   99.802   99.802    1.109  0.264  0.111  0.396  6.710  0.150    0.000
  1 15  3    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 242.984   6.000  5.785  100.000   99.800   99.800    1.109  0.264  0.111  0.397  6.710  0.150    0.000
  1  1  4    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 209.984   6.000  5.795  100.000   99.790   99.790    1.125  0.262  0.111  0.400  6.710  0.150    0.000
  1 15  4    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 197.725   6.000  5.800  100.000   99.781   99.781    1.134  0.260  0.111  0.402  6.710  0.150    0.000
  1  1  5    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 403.777   6.000  5.829  100.000   99.760   99.760    1.186  0.256  0.111  0.408  6.710  0.150    0.000
  1 15  5    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 423.761   6.000  5.856  100.000   99.740   99.740    1.242  0.253  0.111  0.413  6.710  0.150    0.000
  1 19  5    2    6.900    1.781   0.000   0.131  13.628 1.001  95.673 521.479   6.000  5.869  100.000   99.730   99.730    1.274  0.251  0.111  0.415  6.710  0.150    0.000
  1 20  5    2   14.000   12.194   0.000   0.508  24.000 1.001  95.673 538.216   6.000  5.873  100.000   99.727   99.727    1.284  0.251  0.111  0.416  6.710  0.150    0.000
  1 21  5    2    0.000    2.727   0.000   0.131  20.867 1.001  95.673 549.207   6.000  5.875  100.000   99.724   99.724    1.291  0.250  0.111  0.416  6.710  0.150    0.000
  1 22  5    2    0.000    0.008   0.000   0.131   0.058 1.001  95.673 556.683   6.000  5.879  100.000   99.721   99.721    1.301  0.250  0.111  0.417  6.710  0.150    0.000
  1 24  5    2    7.900    4.774   0.000   0.199  24.000 1.001  95.673 574.764   6.000  5.885  100.000   99.716   99.716    1.319  0.249  0.111  0.418  6.710  0.150    0.000
  1  1  6    2    0.000    3.125   0.000   0.130  24.000 1.001 173.169 613.310   6.000  5.901  100.000   99.699   99.699    1.368  0.247  0.111  0.422  6.710  0.150    0.000
  1  2  6    2    0.000    6.643   0.000   0.316  21.000 1.001  95.673 615.102   6.000  5.905  100.000   99.694   99.694    1.380  0.246  0.111  0.423  6.710  0.150    0.000
  1 15  6    2   17.000    0.000   0.000   0.000   0.000 0.000 173.169 400.032   6.000  5.929  100.000   99.659   99.659    1.477  0.241  0.111  0.429  6.710  0.150    0.000
  1  1  7    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 272.021   6.000  5.959  100.000   99.595   99.595    1.660  0.234  0.111  0.441  6.710  0.150    0.000
  1 15  7    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 186.983   6.000  5.980  100.000   99.534   99.534    1.896  0.228  0.111  0.450  6.710  0.150    0.000
  1  1  8    2    4.100    0.000   0.000   0.000   0.000 0.000 173.169 109.935   6.000  5.991  100.000   99.469   99.469    2.186  0.223  0.111  0.459  6.710  0.150    0.000
  1 15  8    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169  91.083   6.000  5.993  100.000   99.419   99.419    2.256  0.219  0.111  0.465  6.710  0.150    0.000
  1  1  9    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169  90.955   6.000  5.993  100.000   99.360   99.360    2.256  0.215  0.111  0.471  6.710  0.150    0.000
  1 15  9    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169  91.989   6.000  5.993   95.000   99.432   99.432    2.211  0.045  0.111  0.477  6.710  0.150    0.000
  1  1 10    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169  91.049   6.000  5.993   86.111   99.580   99.580    2.131  0.124  0.111  0.484  6.710  0.150    0.000
  1 15 10    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169  90.972   6.000  5.993   78.333   99.677   99.677    2.061  0.191  0.111  0.489  6.710  0.150    0.000
  1  1 11    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 106.510   6.000  5.993   68.889   99.782   99.782    1.976  0.275  0.111  0.491  6.710  0.150    0.000
  1 15 11    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 159.419   6.000  5.993   61.111   99.841   99.841    1.905  0.344  0.111  0.105  6.710  0.150    0.000
  1  1 12    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 190.132   6.000  5.993   52.222   99.892   99.892    1.825  0.423  0.111  0.494  6.710  0.150    0.000
  1 15 12    2    0.000    0.000   0.000   0.000   0.000 0.000 173.169 205.283   6.000  5.993   50.000   99.900   99.900    1.805  0.442  0.111  0.495  6.710  0.150    0.000
  1  1  1    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 197.368   6.000  5.973  100.000   99.900   99.900    1.805  0.441  0.111  0.496  6.710  0.150    0.000
  1 15  1    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 188.862   6.000  5.973  100.000   99.900   99.900    1.805  0.440  0.111  0.496  6.710  0.150    0.000
  1  1  2    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 187.563   6.000  5.974  100.000   99.897   99.897    1.808  0.438  0.111  0.498  6.710  0.150    0.000
  1 15  2    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 175.765   6.000  5.974  100.000   99.892   99.892    1.810  0.435  0.111  0.500  6.710  0.150    0.000
  1  1  3    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 153.603   6.000  5.975  100.000   99.886   99.886    1.822  0.432  0.111  0.503  6.710  0.150    0.000
  1 15  3    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 240.434   6.000  5.977  100.000   99.875   99.875    1.850  0.426  0.111  0.508  6.710  0.150    0.000
  1  1  4    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 433.470   6.000  5.979  100.000   99.862   99.862    1.888  0.420  0.111  0.513  6.710  0.150    0.000
  1 15  4    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 337.178   6.000  5.981  100.000   99.852   99.852    1.917  0.415  0.111  0.516  6.710  0.150    0.000
  1  1  5    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 479.989   6.000  5.985  100.000   99.833   99.833    1.993  0.407  0.111  0.523  6.710  0.150    0.000
  1 15  5    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 266.436   6.000  5.989  100.000   99.803   99.803    2.110  0.397  0.111  0.531  6.710  0.150    0.000
  1  1  6    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 202.958   6.000  5.994  100.000   99.763   99.763    2.305  0.385  0.111  0.541  6.710  0.150    0.000
  1 15  6    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 186.331   6.000  5.996  100.000   99.736   99.736    2.468  0.379  0.111  0.547  6.710  0.150    0.000
  1  1  7    3   13.000    0.000   0.000   0.000   0.000 0.000 173.169 116.806   6.000  5.998   99.900   99.678   99.678    2.725  0.366  0.111  0.558  6.710  0.150    0.000
  1 15  7    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169  98.743   6.000  5.999   99.900   99.617   99.617    2.830  0.355  0.111  0.568  6.710  0.150    0.000
  1  1  8    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169  93.403   6.000  5.999   99.900   99.551   99.551    2.908  0.345  0.111  0.577  6.710  0.150    0.000
  1 15  8    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169  91.269   6.000  5.999   99.900   99.508   99.508    2.923  0.339  0.111  0.583  6.710  0.150    0.000
  1  1  9    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 117.150   6.000  5.999   99.900   99.428   99.428    2.994  0.329  0.111  0.592  6.710  0.150    0.000
  1 15  9    3   10.900    0.000   0.000   0.000   0.000 0.000 173.169 113.807   6.000  5.999   94.350   99.529   99.529    2.950  0.067  0.111  0.598  6.710  0.150    0.000
  1  1 10    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 129.791   6.000  5.999   85.470   99.673   99.673    2.843  0.170  0.111  0.607  6.710  0.150    0.000
  1 15 10    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 123.475   6.000  5.999   77.700   99.774   99.774    2.749  0.261  0.111  0.613  6.710  0.150    0.000
  1  1 11    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 133.468   6.000  5.999   68.265   99.856   99.856    2.635  0.369  0.111  0.618  6.710  0.150    0.000
  1 15 11    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 169.434   6.000  5.999   60.495   99.900   99.900    2.541  0.461  0.111  0.619  6.710  0.150    0.000
  1  1 12    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 161.503   6.000  5.999   51.615   99.900   99.900    2.434  0.568  0.111  0.620  6.710  0.150    0.000
  1 15 12    3    0.000    0.000   0.000   0.000   0.000 0.000 173.169 160.898   6.000  5.999   49.950   99.900   99.900    2.414  0.588  0.111  0.620  6.710  0.150    0.000
  1  1  1    4    0.000    0.000   0.000   0.000   0.000 0.000 173.169 153.749   6.000  5.996  100.000   99.900   99.900    2.414  0.587  0.111  0.620  6.710  0.150    0.000
