 OFE DD MM YYYY  Precip   Runoff   EffInt PeakRO  EffDur Enrich    Keff   Sm  LeafArea  CanHgt  Cancov IntCov  RilCov  LivBio DeadBio  Ki    Kr     Tcrit RilWid   SedLeave
 na  na na  na     mm       mm     mm/h    mm/h      h    Ratio    mm/h   mm    Index    m       %       %       %     Kg/m^2  Kg/m^2  na    na      na     m       kg/m
  1  1  1    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 371.736   5.089  2.337   90.000   99.900   99.900    0.164  1.381  0.111  0.249  6.710  0.150    0.000
  1 15  1    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 235.213   5.092  2.339   90.022   99.897   99.897    0.165  1.376  0.111  0.250  6.710  0.150    0.000
  1  1  2    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 210.049   5.092  2.339   90.022   99.896   99.896    0.165  1.374  0.111  0.250  6.710  0.150    0.000
  1 15  2    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 231.595   5.092  2.339   90.022   99.895   99.895    0.165  1.372  0.111  0.105  6.710  0.150    0.000
  1  1  3    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 212.638   5.121  2.360   90.298   99.892   99.892    0.167  1.366  0.111  0.252  6.710  0.150    0.000
  1 15  3    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 211.658   5.179  2.404   90.832   99.887   99.887    0.171  1.358  0.111  0.254  6.710  0.150    0.000
  1  1  4    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 346.266   5.558  2.777   94.497   99.876   99.876    0.207  1.338  0.111  0.259  6.710  0.150    0.000
  1 15  4    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 468.463   5.872  3.410   98.019   99.860   99.860    0.280  1.314  0.111  0.265  6.710  0.150    0.000
  1  1  5    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 288.102   5.955  3.852   99.172   99.843   99.843    0.342  1.291  0.111  0.271  6.710  0.150    0.000
  1 15  5    1    5.100    0.000   0.000   0.000   0.000 0.000 173.169 231.487   5.988  4.322   99.738   99.822   99.822    0.425  1.267  0.111  0.277  6.710  0.150    0.000
  1  1  6    1   31.000    0.000   0.000   0.000   0.000 0.000 173.169 311.035   5.999  4.885   99.961   99.791   99.791    0.561  1.234  0.111  0.286  6.710  0.150    0.000
  1 15  6    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 250.387   6.000  5.237   99.993   99.759   99.759    0.688  1.205  0.111  0.293  6.710  0.150    0.000
  1  1  7    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169 153.531   6.000  5.655  100.000   99.706   99.706    0.952  1.166  0.111  0.305  6.710  0.150    0.000
  1 15  7    1    0.000    0.000   0.000   0.000   0.000 0.000 173.169  88.241   6.000  5.831  100.000   99.679   99.679    1.189  1.149  0.111  0.310  6.710  0.150    0.000
