 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      0.318     12.286      0.000
      0.636     12.162      0.000
      0.955     12.037      0.000
      1.273     11.913      0.000
      1.591     11.789      0.000
      1.909     11.665      0.000
      2.227     11.541      0.000
      2.546     11.417      0.000
      2.864     11.293      0.000
      3.182     11.169      0.000
      3.500     11.045      0.000
      3.818     10.921      0.000
      4.137     10.796      0.000
      4.455     10.672      0.000
      4.773     10.548      0.000
      5.091     10.424      0.000
      5.409     10.300      0.000
      5.728     10.176      0.000
      6.046     10.052      0.000
      6.364      9.928      0.000
      6.682      9.804      0.000
      7.000      9.680      0.000
      7.319      9.555      0.000
      7.637      9.431      0.000
      7.955      9.307      0.000
      8.273      9.183      0.000
      8.591      9.059      0.000
      8.910      8.935      0.000
      9.228      8.811      0.000
      9.546      8.687      0.000
      9.864      8.563      0.000
     10.182      8.439      0.000
     10.501      8.315      0.000
     10.819      8.190      0.000
     11.137      8.066      0.000
     11.455      7.942      0.000
     11.773      7.818      0.000
     12.092      7.694      0.000
     12.410      7.570      0.000
     12.728      7.446      0.000
     13.046      7.322      0.000
     13.364      7.198      0.000
     13.683      7.074      0.000
     14.001      6.949      0.000
     14.319      6.825      0.000
     14.637      6.701      0.000
     14.955      6.577      0.000
     15.274      6.453      0.000
     15.592      6.329      0.000
     15.910      6.205      0.000
     16.228      6.081      0.000
     16.546      5.957      0.000
     16.864      5.833      0.000
     17.183      5.708      0.000
     17.501      5.584      0.000
     17.819      5.460      0.000
     18.137      5.336      0.000
     18.455      5.212      0.000
     18.774      5.088      0.000
     19.092      4.964      0.000
     19.410      4.840      0.000
     19.728      4.716      0.000
     20.046      4.592      0.000
     20.365      4.468      0.000
     20.683      4.343      0.000
     21.001      4.219      0.000
     21.319      4.095      0.000
     21.637      3.971      0.000
     21.956      3.847      0.000
     22.274      3.723      0.000
     22.592      3.599      0.000
     22.910      3.475      0.000
     23.228      3.351      0.000
     23.547      3.227      0.000
     23.865      3.102      0.000
     24.183      2.978      0.000
     24.501      2.854      0.000
     24.819      2.730      0.000
     25.138      2.606      0.000
     25.456      2.482      0.000
     25.774      2.358      0.000
     26.092      2.234      0.000
     26.410      2.110      0.000
     26.729      1.986      0.000
     27.047      1.861      0.000
     27.365      1.737      0.000
     27.683      1.613      0.000
     28.001      1.489      0.000
     28.320      1.365      0.000
     28.638      1.241      0.000
     28.956      1.117      0.000
     29.274      0.993      0.000
     29.592      0.869      0.000
     29.911      0.745      0.000
     30.229      0.620      0.000
     30.547      0.496      0.000
     30.865      0.372      0.000
     31.183      0.248      0.000
     31.502      0.124      0.000
     31.820      0.000      0.000
