 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      1.800     53.952      0.000
      3.600     53.518      0.000
      5.400     53.074      0.000
      7.200     52.622      0.000
      9.000     52.160      0.000
     10.800     51.688      0.000
     12.600     51.207      0.000
     14.400     50.718      0.000
     16.200     50.233      0.000
     18.000     49.757      0.000
     19.800     49.289      0.000
     21.600     48.831      0.000
     23.400     48.381      0.000
     25.200     47.939      0.000
     27.000     47.507      0.000
     28.800     47.078      0.000
     30.600     46.635      0.000
     32.400     46.175      0.000
     34.200     45.699      0.000
     36.000     45.206      0.000
     37.800     44.697      0.000
     39.600     44.171      0.000
     41.400     43.628      0.000
     43.200     43.077      0.000
     45.000     42.525      0.000
     46.800     41.973      0.000
     48.600     41.422      0.000
     50.400     40.871      0.000
     52.200     40.320      0.000
     54.000     39.770      0.000
     55.800     39.220      0.000
     57.600     38.679      0.000
     59.400     38.150      0.000
     61.200     37.634      0.000
     63.000     37.131      0.000
     64.800     36.641      0.000
     66.600     36.162      0.000
     68.400     35.697      0.000
     70.200     35.242      0.000
     72.000     34.783      0.000
     73.800     34.319      0.000
     75.600     33.850      0.000
     77.400     33.376      0.000
     79.200     32.897      0.000
     81.000     32.413      0.000
     82.800     31.923      0.000
     84.600     31.430      0.000
     86.400     30.935      0.000
     88.200     30.439      0.000
     90.000     29.941      0.000
     91.800     29.442      0.000
     93.600     28.941      0.000
     95.400     28.439      0.000
     97.200     27.935      0.000
     99.000     27.429      0.000
    100.800     26.920      0.000
    102.600     26.407      0.000
    104.400     25.892      0.000
    106.200     25.373      0.000
    108.000     24.851      0.000
    109.800     24.326      0.000
    111.600     23.796      0.000
    113.400     23.252      0.000
    115.200     22.691      0.000
    117.000     22.113      0.000
    118.800     21.518      0.000
    120.600     20.907      0.000
    122.400     20.278      0.000
    124.200     19.633      0.000
    126.000     18.973      0.000
    127.800     18.302      0.000
    129.600     17.621      0.000
    131.400     16.929      0.000
    133.200     16.226      0.000
    135.000     15.513      0.000
    136.800     14.789      0.000
    138.600     14.055      0.000
    140.400     13.322      0.000
    142.200     12.600      0.000
    144.000     11.888      0.000
    145.800     11.187      0.000
    147.600     10.497      0.000
    149.400      9.818      0.000
    151.200      9.149      0.000
    153.000      8.491      0.000
    154.800      7.848      0.000
    156.600      7.220      0.000
    158.400      6.607      0.000
    160.200      6.010      0.000
    162.000      5.428      0.000
    163.800      4.861      0.000
    165.600      4.310      0.000
    167.400      3.771      0.000
    169.200      3.232      0.000
    171.000      2.693      0.000
    172.800      2.155      0.000
    174.600      1.616      0.000
    176.400      1.077      0.000
    178.200      0.539      0.000
    180.000      0.000      0.000
