 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)

      1.207     27.316      0.000
      2.414     27.109      0.000
      3.621     26.889      0.000
      4.829     26.658      0.000
      6.036     26.414      0.000
      7.243     26.158      0.000
      8.450     25.890      0.000
      9.657     25.614      0.000
     10.864     25.335      0.000
     12.071     25.054      0.000
     13.279     24.770      0.000
     14.486     24.485      0.000
     15.693     24.196      0.000
     16.900     23.906      0.000
     18.107     23.613      0.000
     19.314     23.319      0.000
     20.521     23.022      0.000
     21.729     22.723      0.000
     22.936     22.423      0.000
     24.143     22.120      0.000
     25.350     21.816      0.000
     26.557     21.508      0.000
     27.764     21.192      0.000
     28.971     20.866      0.000
     30.178     20.530      0.000
     31.386     20.186      0.000
     32.593     19.831      0.000
     33.800     19.467      0.000
     35.007     19.095      0.000
     36.214     18.725      0.000
     37.421     18.361      0.000
     38.628     18.001      0.000
     39.836     17.647      0.000
     41.043     17.297      0.000
     42.250     16.952      0.000
     43.457     16.613      0.000
     44.664     16.281      0.000
     45.871     15.957      0.000
     47.078     15.642      0.000
     48.286     15.335      0.000
     49.493     15.037      0.000
     50.700     14.747      0.000
     51.907     14.466      0.000
     53.114     14.186      0.000
     54.321     13.903      0.000
     55.528     13.617      0.000
     56.736     13.329      0.000
     57.943     13.038      0.000
     59.150     12.744      0.000
     60.357     12.447      0.000
     61.564     12.151      0.000
     62.771     11.857      0.000
     63.978     11.566      0.000
     65.186     11.279      0.000
     66.393     10.994      0.000
     67.600     10.713      0.000
     68.807     10.434      0.000
     70.014     10.159      0.000
     71.221      9.887      0.000
     72.428      9.618      0.000
     73.635      9.353      0.000
     74.843      9.090      0.000
     76.050      8.831      0.000
     77.257      8.576      0.000
     78.464      8.322      0.000
     79.671      8.066      0.000
     80.878      7.808      0.000
     82.085      7.547      0.000
     83.293      7.284      0.000
     84.500      7.019      0.000
     85.707      6.751      0.000
     86.914      6.482      0.000
     88.121      6.216      0.000
     89.328      5.955      0.000
     90.535      5.698      0.000
     91.743      5.445      0.000
     92.950      5.196      0.000
     94.157      4.951      0.000
     95.364      4.710      0.000
     96.571      4.469      0.000
     97.778      4.226      0.000
     98.985      3.982      0.000
    100.193      3.736      0.000
    101.400      3.490      0.000
    102.607      3.242      0.000
    103.814      2.993      0.000
    105.021      2.748      0.000
    106.228      2.509      0.000
    107.435      2.277      0.000
    108.643      2.051      0.000
    109.850      1.831      0.000
    111.057      1.617      0.000
    112.264      1.409      0.000
    113.471      1.205      0.000
    114.678      1.001      0.000
    115.885      0.799      0.000
    117.092      0.597      0.000
    118.300      0.397      0.000
    119.507      0.198      0.000
    120.714      0.000      0.000
